,DATE / TIME (PST),SNOW WC INCHES,Unnamed: 2,SNO ADJ INCHES,Unnamed: 4,SNWCMIN INCHES,Unnamed: 6,SNWCMAX INCHES,Unnamed: 8,PPT INC INCHES,Unnamed: 10,RAIN INCHES,Unnamed: 12,TEMP MN DEG F,Unnamed: 14,TEMP MX DEG F,Unnamed: 16,TEMP AV DEG F,Unnamed: 18
15,10/16/2014,-3.24,,0.00,r,-3.24,,-3.12,,0.00,,0.57,,33,,55,,42,
16,10/17/2014,-3.24,,0.00,r,-3.24,,-3.24,,0.00,,0.57,,37,,47,,41,
17,10/18/2014,-3.24,,0.00,r,-3.24,,-3.24,,0.00,,0.57,,31,,66,,44,
18,10/19/2014,-3.36,,0.00,r,-3.36,,-3.24,,0.00,,0.57,,40,,59,,48,
19,10/20/2014,-3.36,,0.00,r,-3.36,,-3.36,,0.23,,0.8,,31,,50,,42,
20,10/21/2014,-3.36,,0.00,r,-3.48,,-3.36,,0.00,,0.8,,28,,50,,35,
21,10/22/2014,-3.48,,0.00,r,-8.28,,-3.48,,0.00,,0.8,,30,,55,,41,
22,10/23/2014,-8.28,,0.00,r,-8.28,,-8.28,,0.00,,0.8,,39,,47,,42,
23,10/24/2014,-8.28,,0.00,r,-8.76,,-8.28,,0.00,,0.8,,42,,57,,48,
24,10/25/2014,-8.76,,0.00,r,-8.76,,-8.76,,0.58,,1.38,,30,,45,,36,
25,10/26/2014,-8.76,,0.00,r,-8.76,,-8.76,,0.12,,1.5,,27,,40,,33,
26,10/27/2014,-8.76,,0.00,r,-8.88,,-8.76,,0.00,,1.5,,25,,50,,34,
27,10/28/2014,-8.76,,0.00,r,-8.88,,-8.76,,0.00,,1.5,,32,,61,,43,
28,10/29/2014,-8.76,,0.00,r,-8.88,,0.00,,0.00,,1.5,,37,,62,,45,
29,10/30/2014,2.40,,0.00,r,-0.12,,0.00,,0.00,,1.5,,40,,58,,46,
30,10/31/2014,2.52,,0.00,r,-0.12,,0.00,,0.24,,1.74,,30,,44,,37,
31,11/01/2014,0.00,,0.00,r,0.00,,0.12,,0.40,,2.14,,25,,30,,28,
32,11/02/2014,0.12,,0.00,r,0.12,,0.12,,0.03,,2.17,,20,,39,,26,
33,11/03/2014,0.12,,0.00,r,0.12,,0.24,,0.01,,2.18,,22,,49,,30,
34,11/04/2014,0.24,,0.00,r,0.24,,0.24,,0.00,,2.18,,29,,56,,38,
35,11/05/2014,0.12,,0.00,r,0.12,,0.12,,0.00,,2.18,,34,,59,,44,
36,11/06/2014,0.12,,0.00,r,0.00,,0.12,,0.00,,2.18,,44,,55,,48,
37,11/07/2014,0.12,,0.00,r,0.00,,0.12,,0.00,,2.18,,35,,63,,46,
38,11/08/2014,0.12,,0.00,r,0.00,,0.12,,0.00,,2.18,,39,,64,,47,
39,11/09/2014,0.12,,0.00,r,0.00,,0.12,,0.00,,2.18,,39,,61,,49,
40,11/10/2014,0.12,,0.00,r,0.00,,0.12,,0.00,,2.18,,38,,62,,47,
41,11/11/2014,0.00,,0.00,r,0.00,,0.00,,0.00,,2.18,,31,,49,,40,
42,11/12/2014,0.00,,0.00,r,0.00,,0.00,,0.00,,2.18,,28,,43,,35,
43,11/13/2014,0.00,,0.00,r,0.00,,0.00,,0.30,,2.48,,33,,38,,35,
44,11/14/2014,0.00,,0.00,r,0.00,,0.00,,0.03,,2.51,,30,,36,,33,
45,11/15/2014,0.00,,0.00,r,0.00,,0.00,,0.00,,2.51,,19,,37,,30,
46,11/16/2014,0.00,,0.00,r,0.00,,0.00,,0.03,,2.54,,15,,36,,24,
47,11/17/2014,0.00,,0.00,r,-0.12,,0.00,,0.01,,2.55,,20,,49,,29,
48,11/18/2014,-0.12,,0.00,r,-0.12,,0.00,,0.00,,2.55,,25,,45,,37,
49,11/19/2014,0.00,,0.00,,0.00,,0.00,,0.01,,2.56,,31,,39,,35,
50,11/20/2014,0.00,,0.00,,0.00,,0.00,,0.13,,2.69,,28,,35,,31,
51,11/21/2014,0.00,,0.00,,0.00,,0.12,,0.01,,2.7,,24,,38,,30,
52,11/22/2014,0.12,,0.12,,0.00,,0.12,,0.28,,2.98,,26,,37,,32,
53,11/23/2014,0.00,,0.00,,0.00,,0.00,,0.03,,3.01,,20,,37,,26,
54,11/24/2014,0.00,,0.00,,-0.12,,0.00,,0.01,,3.02,,22,,48,,31,
55,11/25/2014,-0.12,,0.00,,-0.12,,0.00,,0.00,,3.02,,31,,53,,39,
56,11/26/2014,0.00,,0.00,,0.00,,0.00,,0.00,,3.02,,39,,58,,47,
57,11/27/2014,0.00,,0.00,,0.00,,0.12,,0.00,,3.02,,41,,52,,45,
58,11/28/2014,0.12,,0.12,,0.12,,0.12,,0.01,,3.03,,27,,47,,38,
59,11/29/2014,0.12,,0.12,,0.12,,0.12,,0.14,,3.17,,30,,34,,32,
60,11/30/2014,0.12,,0.12,,0.12,,0.12,,0.36,,3.53,,28,,33,,30,
61,12/01/2014,0.12,,0.12,,0.12,,0.12,,0.17,,3.7,,29,,36,,33,
62,12/02/2014,0.12,,0.12,,0.12,,0.36,,--,,3.7,,29,,31,,30,
63,12/03/2014,1.08,,1.08,,0.96,,2.04,,--,,3.7,,30,,34,,32,
64,12/04/2014,2.04,,2.04,,1.92,,2.04,,0.42,,4.12,,33,,35,,34,
65,12/05/2014,1.92,,1.92,,1.68,,1.92,,0.40,,4.52,,33,,37,,35,
66,12/06/2014,1.56,,1.56,,1.20,,1.68,,0.20,,4.72,,32,,37,,35,
67,12/07/2014,1.20,,1.20,,1.20,,1.20,,0.00,,4.72,,30,,42,,35,
68,12/08/2014,1.20,,1.20,,1.08,,1.20,,0.00,,4.72,,32,,41,,37,
69,12/09/2014,1.08,,1.08,,0.96,,1.08,,0.00,,4.72,,33,,41,,38,
70,12/10/2014,0.96,,0.96,,0.84,,0.96,,0.01,,4.73,,35,,44,,39,
71,12/11/2014,0.72,,0.72,,--,,--,,--,,4.73,,--,,--,,--,
72,12/12/2014,--,,2.10,e,--,,--,,--,,4.73,,--,,--,,--,
73,12/13/2014,--,,2.20,e,--,,--,,--,,4.73,,--,,--,,--,
74,12/14/2014,3.36,,3.36,,3.36,,3.36,,0.05,,4.78,,15,,48,,23,
75,12/15/2014,3.36,,3.36,,3.36,,3.48,,0.25,,5.03,,22,,28,,25,
76,12/16/2014,3.60,,3.60,,3.48,,3.60,,0.41,,5.44,,26,,28,,27,
77,12/17/2014,3.60,,3.60,,3.60,,3.84,,0.08,,5.52,,24,,30,,26,
78,12/18/2014,3.84,,3.84,,3.84,,3.84,,0.10,,5.62,,24,,31,,28,
79,12/19/2014,3.84,,3.84,,3.84,,4.56,,0.48,,6.1,,26,,30,,28,
80,12/20/2014,4.56,,4.56,,4.56,,4.68,,0.17,,6.27,,28,,32,,30,
81,12/21/2014,4.80,,4.80,,4.68,,4.92,,0.22,,6.49,,31,,38,,35,
82,12/22/2014,4.56,,4.56,,4.56,,4.68,,0.00,,6.49,,30,,53,,36,
83,12/23/2014,4.56,,4.56,,4.56,,4.68,,0.01,,6.5,,30,,57,,37,
84,12/24/2014,4.56,,4.56,,4.56,,4.68,,0.15,,6.65,,16,,39,,30,
85,12/25/2014,4.68,,4.68,,4.68,,4.80,,0.00,,6.65,,17,,22,,19,
86,12/26/2014,4.80,,4.68,r,4.80,,4.80,,0.00,,6.65,,12,,25,,17,
87,12/27/2014,4.68,,4.68,,4.68,,4.92,,0.00,,6.65,,12,,44,,24,
88,12/28/2014,4.92,,4.92,,4.80,,5.16,,0.00,,6.65,,21,,35,,27,
89,12/29/2014,5.04,,5.04,,5.04,,5.16,,0.00,,6.65,,15,,33,,23,
90,12/30/2014,5.16,,5.16,,5.04,,5.16,,0.00,,6.65,,4,,14,,10,
91,12/31/2014,5.04,,5.04,,5.04,,5.16,,0.00,,6.65,,4,,26,,13,
92,01/01/2015,5.16,,5.16,,5.16,,5.40,,0.00,,6.65,,8,,39,,20,
93,01/02/2015,5.40,,5.40,,5.40,,5.52,,0.00,,6.65,,19,,46,,28,
94,01/03/2015,5.52,,5.52,,5.52,,5.52,,0.00,,6.65,,26,,54,,35,
95,01/04/2015,5.52,,5.52,,5.52,,5.52,,0.00,,6.65,,30,,47,,35,
96,01/05/2015,5.52,,5.52,,5.52,,5.52,,0.00,,6.65,,29,,55,,39,
97,01/06/2015,5.52,,5.52,,5.52,,5.64,,0.00,,6.65,,35,,62,,42,
98,01/07/2015,5.52,,5.52,,5.52,,5.64,,0.00,,6.65,,34,,60,,41,
99,01/08/2015,5.52,,5.52,,5.52,,5.64,,0.00,,6.65,,33,,57,,39,
100,01/09/2015,5.52,,5.52,,5.52,,5.64,,0.00,,6.65,,33,,49,,39,
101,01/10/2015,5.52,,5.52,,5.52,,5.52,,0.00,,6.65,,33,,42,,37,
102,01/11/2015,5.52,,5.52,,5.52,,5.52,,0.00,,6.65,,30,,48,,36,
103,01/12/2015,5.52,,5.52,,5.40,,5.52,,0.00,,6.65,,26,,40,,32,
104,01/13/2015,5.40,,5.40,,5.40,,5.40,,0.00,,6.65,,21,,36,,26,
105,01/14/2015,5.40,,5.40,,5.16,,5.40,,0.00,,6.65,,19,,49,,29,
106,01/15/2015,5.40,,5.40,,5.28,,5.40,,0.00,,6.65,,27,,39,,34,
107,01/16/2015,5.40,,5.40,,5.40,,5.40,,0.06,,6.71,,28,,35,,33,
108,01/17/2015,5.40,,5.40,,5.40,,5.40,,0.01,,6.72,,35,,43,,38,
109,01/18/2015,5.28,,5.28,,4.92,,5.40,,0.01,,6.73,,35,,40,,37,
110,01/19/2015,4.80,,4.80,,4.80,,4.92,,0.00,,6.73,,28,,49,,35,
111,01/20/2015,4.80,,4.80,,4.68,,4.80,,0.00,,6.73,,25,,44,,29,
112,01/21/2015,4.68,,4.68,,4.56,,4.80,,0.00,,6.73,,20,,42,,28,
113,01/22/2015,4.68,,4.68,,4.44,,4.80,,0.01,,6.74,,23,,45,,32,
114,01/23/2015,4.80,,4.80,,4.56,,4.80,,0.00,,6.74,,25,,46,,33,
115,01/24/2015,4.80,,4.80,,4.56,,4.80,,0.00,,6.74,,27,,54,,37,
116,01/25/2015,4.68,,4.68,,4.44,,4.68,,0.00,,6.74,,33,,59,,43,
117,01/26/2015,4.56,,4.56,,4.56,,4.56,,0.00,,6.74,,35,,57,,42,
118,01/27/2015,4.56,,4.56,,4.56,,4.56,,0.00,,6.74,,27,,39,,33,
119,01/28/2015,4.44,,4.44,,4.32,,4.56,,0.00,,6.74,,26,,47,,33,
120,01/29/2015,4.32,,4.32,,4.08,,4.44,,0.00,,6.74,,28,,50,,34,
121,01/30/2015,4.20,,4.20,,4.08,,4.20,,0.00,,6.74,,25,,43,,31,
122,01/31/2015,4.08,,4.08,,3.72,,4.20,,0.00,,6.74,,24,,45,,32,
123,02/01/2015,3.72,,3.72,,3.60,,4.08,,0.00,,6.74,,30,,54,,41,
124,02/02/2015,4.08,,4.08,,3.72,,4.08,,0.16,,6.9,,32,,40,,37,
125,02/03/2015,3.72,,3.72,,3.48,,3.72,,0.00,,6.9,,34,,44,,38,
126,02/04/2015,3.48,,3.48,,3.48,,3.48,,0.00,,6.9,,39,,47,,42,
127,02/05/2015,3.48,,3.48,,3.36,,3.48,,0.00,,6.9,,37,,52,,42,
128,02/06/2015,3.36,,3.36,,--,,--,,--,,6.9,,--,,--,,--,
129,02/07/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
130,02/08/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
131,02/09/2015,3.72,,3.72,,--,,--,,--,,6.9,,--,,--,,--,
132,02/10/2015,--,,3.72,e,--,,--,,--,,6.9,,--,,--,,--,
133,02/11/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
134,02/12/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
135,02/13/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
136,02/14/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
137,02/15/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
138,02/16/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
139,02/17/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
140,02/18/2015,--,,--,,--,,--,,--,,6.9,,--,,--,,--,
141,02/19/2015,--,,--,,2.16,,2.64,,--,,6.9,,--,,--,,--,
142,02/20/2015,2.04,,2.04,,1.92,,2.16,,0.00,,6.9,,28,,46,,35,
143,02/21/2015,1.68,,1.68,,1.44,,1.92,,0.00,,6.9,,23,,46,,31,
144,02/22/2015,1.20,,1.20,,1.08,,1.44,,0.21,,7.11,,16,,28,,22,
145,02/23/2015,0.48,,0.48,,0.12,,1.08,,0.44,,7.55,,12,,26,,19,
146,02/24/2015,0.24,,0.24,,0.00,,1.44,,0.02,,7.57,,18,,49,,32,
147,02/25/2015,1.44,,1.44,,1.20,,1.44,,0.01,,7.58,,33,,48,,39,
148,02/26/2015,1.32,,1.32,,1.08,,1.32,,0.00,,7.58,,27,,40,,33,
149,02/27/2015,1.20,,1.20,,1.08,,1.20,,0.37,,7.95,,24,,36,,29,
150,02/28/2015,1.20,,1.20,,1.20,,1.44,,0.29,,8.24,,23,,27,,24,
151,03/01/2015,1.32,,1.32,,1.32,,1.32,,0.11,,8.35,,20,,30,,24,
152,03/02/2015,1.20,,1.20,,1.20,,1.32,,0.11,,8.46,,18,,30,,24,
153,03/03/2015,1.20,,1.20,,1.20,,1.32,,0.08,,8.54,,18,,32,,24,
154,03/04/2015,0.96,,0.96,,0.96,,1.56,,0.69,,9.23,,15,,41,,27,
155,03/05/2015,1.08,,1.08,,0.96,,1.56,,0.15,,9.38,,22,,51,,34,
156,03/06/2015,1.44,,1.44,,0.96,,1.44,,0.00,,9.38,,28,,50,,37,
157,03/07/2015,1.08,,1.08,,0.36,,1.32,,0.00,,9.38,,29,,53,,39,
158,03/08/2015,1.20,,1.20,,0.96,,1.20,,0.00,,9.38,,31,,54,,40,
159,03/09/2015,0.84,,0.84,,0.36,,0.96,,0.00,,9.38,,30,,55,,41,
160,03/10/2015,0.60,,0.60,,0.24,,0.72,,0.00,,9.38,,33,,54,,43,
161,03/11/2015,0.36,,0.36,,0.24,,0.36,,0.09,,9.47,,30,,40,,34,
162,03/12/2015,0.24,,0.24,,0.00,,0.24,,0.00,,9.47,,29,,47,,37,
163,03/13/2015,0.12,,0.12,,0.00,,0.24,,0.00,,9.47,,32,,58,,44,
164,03/14/2015,0.24,,0.24,,0.00,,0.24,,0.00,,9.47,,41,,56,,47,
165,03/15/2015,0.24,,0.24,,0.00,,0.24,,0.00,,9.47,,36,,53,,45,
166,03/16/2015,0.12,,0.12,,0.00,,0.24,,0.00,,9.47,,34,,50,,42,
167,03/17/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,9.47,,30,,50,,39,
168,03/18/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,9.47,,26,,49,,37,
169,03/19/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,9.47,,30,,58,,41,
170,03/20/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,9.47,,32,,51,,41,
171,03/21/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,9.47,,31,,49,,39,
172,03/22/2015,0.00,,0.00,,-0.12,,0.12,,0.21,,9.68,,29,,44,,35,
173,03/23/2015,0.24,,0.24,,0.12,,0.60,,0.35,,10.03,,26,,30,,28,
174,03/24/2015,0.60,,0.60,,0.60,,0.84,,0.09,,10.12,,27,,34,,30,
175,03/25/2015,0.84,,0.84,,0.24,,0.84,,0.00,,10.12,,26,,50,,37,
176,03/26/2015,0.24,,0.24,,0.00,,0.24,,0.00,,10.12,,34,,60,,46,
177,03/27/2015,0.24,,0.24,,0.00,,0.24,,0.00,,10.12,,37,,59,,47,
178,03/28/2015,0.12,,0.12,,-0.12,,0.24,,0.00,,10.12,,31,,54,,43,
179,03/29/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,10.12,,34,,61,,46,
180,03/30/2015,0.12,,0.00,,-0.12,,0.12,,0.00,,10.12,,37,,63,,48,
181,03/31/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,10.12,,27,,49,,38,
182,04/01/2015,0.00,,0.00,r,-0.24,,0.00,,0.00,,10.12,,20,,40,,28,
183,04/02/2015,0.00,,0.00,r,-0.24,,0.00,,0.00,,10.12,,20,,38,,28,
184,04/03/2015,0.00,,0.00,r,-0.24,,0.00,,0.00,,10.12,,23,,48,,34,
185,04/04/2015,0.00,,0.00,r,-0.24,,0.00,,0.00,,10.12,,27,,46,,35,
186,04/05/2015,0.00,,0.00,r,0.00,,0.36,,0.48,,10.6,,20,,28,,24,
187,04/06/2015,0.36,,0.36,r,0.36,,0.84,,0.07,,10.67,,15,,28,,21,
188,04/07/2015,0.72,,0.72,,0.72,,0.96,,0.33,,11.0,,20,,24,,23,
189,04/08/2015,0.96,,0.96,,0.96,,1.20,,0.04,,11.04,,20,,39,,27,
190,04/09/2015,1.08,,1.08,,0.84,,1.08,,0.00,,11.04,,23,,49,,33,
191,04/10/2015,0.84,,0.84,,0.12,,0.84,,0.00,,11.04,,26,,48,,35,
192,04/11/2015,0.12,,0.12,,0.00,,0.24,,0.00,,11.04,,28,,47,,36,
193,04/12/2015,0.12,,0.00,r,-0.12,,0.24,,0.01,,11.05,,26,,57,,40,
194,04/13/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.05,,32,,54,,41,
195,04/14/2015,0.00,,0.00,r,-0.12,,0.00,,0.06,,11.11,,19,,33,,26,
196,04/15/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,11.11,,21,,39,,29,
197,04/16/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,11.11,,25,,50,,37,
198,04/17/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,11.11,,31,,58,,44,
199,04/18/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.11,,37,,57,,47,
200,04/19/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.11,,34,,59,,45,
201,04/20/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.11,,36,,63,,49,
202,04/21/2015,0.00,,0.00,r,-0.12,,0.12,,0.13,,11.24,,35,,58,,43,
203,04/22/2015,0.12,,0.00,r,0.00,,0.12,,0.00,,11.24,,32,,50,,41,
204,04/23/2015,0.12,,0.00,r,-0.12,,0.12,,0.01,,11.25,,30,,56,,42,
205,04/24/2015,0.24,,0.24,r,0.00,,0.24,,0.21,,11.46,,28,,39,,32,
206,04/25/2015,0.36,,0.36,r,0.12,,0.84,,0.42,,11.88,,27,,37,,31,
207,04/26/2015,0.12,,0.12,r,-0.12,,0.24,,0.00,,11.88,,27,,47,,36,
208,04/27/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.88,,32,,56,,44,
209,04/28/2015,0.12,,0.00,r,-0.12,,0.12,,0.01,,11.89,,34,,63,,48,
210,04/29/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.89,,36,,62,,47,
211,04/30/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,11.89,,35,,56,,45,
212,05/01/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,11.89,,39,,65,,51,
213,05/02/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,11.89,,38,,63,,49,
214,05/03/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.89,,36,,62,,47,
215,05/04/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.89,,35,,61,,47,
216,05/05/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.89,,34,,57,,43,
217,05/06/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.89,,30,,45,,36,
218,05/07/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,11.89,,24,,41,,33,
219,05/08/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,11.89,,30,,51,,39,
220,05/09/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,11.89,,36,,56,,45,
221,05/10/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,11.89,,35,,59,,47,
222,05/11/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,11.89,,34,,51,,43,
223,05/12/2015,0.00,,0.00,r,-0.12,,0.00,,0.02,,11.91,,26,,38,,32,
224,05/13/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,11.91,,26,,44,,34,
225,05/14/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,11.91,,27,,46,,34,
226,05/15/2015,0.00,,0.00,r,0.00,,0.12,,0.14,,12.05,,30,,34,,32,
227,05/16/2015,0.12,,0.00,r,0.00,,0.12,,0.00,,12.05,,30,,46,,37,
228,05/17/2015,0.12,,0.00,r,0.00,,0.12,,0.09,,12.14,,30,,46,,36,
229,05/18/2015,0.12,,0.00,r,0.00,,0.12,,0.00,,12.14,,28,,50,,38,
230,05/19/2015,0.12,,0.00,r,0.00,,0.12,,0.00,,12.14,,35,,45,,39,
231,05/20/2015,0.12,,0.00,r,0.00,,0.12,,0.02,,12.16,,32,,48,,40,
232,05/21/2015,0.12,,0.00,r,0.00,,0.12,,0.09,,12.25,,30,,44,,38,
233,05/22/2015,0.12,,0.00,r,0.00,,0.24,,0.52,,12.77,,37,,50,,40,
234,05/23/2015,0.12,,0.00,r,0.00,,0.12,,0.14,,12.91,,38,,45,,41,
235,05/24/2015,0.12,,0.00,r,0.00,,0.12,,0.00,,12.91,,37,,58,,47,
236,05/25/2015,0.12,,0.00,r,-0.12,,0.12,,0.19,,13.1,,40,,61,,47,
237,05/26/2015,0.12,,0.00,r,0.00,,0.24,,0.00,,13.1,,37,,61,,49,
238,05/27/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.1,,38,,61,,50,
239,05/28/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.1,,39,,68,,53,
240,05/29/2015,0.24,,0.00,r,-0.12,,0.24,,0.00,,13.1,,44,,71,,56,
241,05/30/2015,0.24,,0.00,r,0.00,,0.24,,0.00,,13.1,,46,,70,,57,
242,05/31/2015,0.24,,0.00,r,-0.12,,0.24,,0.00,,13.1,,46,,69,,55,
243,06/01/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,13.1,,38,,55,,46,
244,06/02/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,13.1,,35,,58,,46,
245,06/03/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,13.1,,37,,58,,47,
246,06/04/2015,0.00,,0.00,r,-0.24,,0.00,,0.00,,13.1,,36,,52,,45,
247,06/05/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,13.1,,40,,61,,49,
248,06/06/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,13.1,,39,,62,,50,
249,06/07/2015,0.00,,0.00,r,-0.12,,0.00,,0.00,,13.1,,44,,67,,56,
250,06/08/2015,0.00,,0.00,r,-0.12,,0.12,,0.00,,13.1,,49,,76,,61,
251,06/09/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,13.1,,50,,71,,60,
252,06/10/2015,0.12,,0.00,r,0.00,,0.24,,0.10,,13.2,,47,,55,,51,
253,06/11/2015,0.12,,0.00,r,0.00,,0.24,,0.00,,13.2,,42,,68,,56,
254,06/12/2015,0.12,,0.00,r,0.00,,0.24,,0.00,,13.2,,50,,73,,62,
255,06/13/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,49,,76,,62,
256,06/14/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,46,,76,,60,
257,06/15/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,44,,73,,58,
258,06/16/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,43,,74,,57,
259,06/17/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,46,,74,,58,
260,06/18/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,46,,72,,58,
261,06/19/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,43,,72,,56,
262,06/20/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,42,,73,,57,
263,06/21/2015,0.12,,0.00,r,-0.12,,0.12,,0.00,,13.2,,42,,66,,55,
264,06/22/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,40,,70,,54,
265,06/23/2015,0.12,,0.00,r,-0.12,,0.24,,0.00,,13.2,,43,,74,,58,
266,06/24/2015,0.24,,0.00,r,-0.12,,0.24,,0.00,,13.2,,50,,80,,65,
267,06/25/2015,0.24,,0.00,r,0.00,,0.36,,0.00,,13.2,,54,,80,,67,
268,06/26/2015,0.24,,0.00,r,0.00,,0.36,,0.00,,13.2,,55,,83,,69,
269,06/27/2015,0.36,,0.00,r,0.00,,0.36,,0.00,,13.2,,55,,81,,66,
270,06/28/2015,0.24,,0.00,r,0.00,,0.36,,0.00,,13.2,,54,,73,,62,
271,06/29/2015,0.24,,0.00,r,0.00,,0.36,,0.00,,13.2,,53,,79,,65,
272,06/30/2015,0.24,,0.00,r,0.00,,0.36,,0.00,,13.2,,56,,81,,68,
273,07/01/2015,0.24,,0.00,r,0.00,,0.36,,0.00,,13.2,,57,,81,,67,
274,07/02/2015,0.36,,0.00,r,0.00,,0.60,,0.00,,13.2,,55,,82,,66,
275,07/03/2015,0.60,,0.00,r,0.12,,0.60,,0.00,,13.2,,54,,74,,62,
276,07/04/2015,0.48,,0.00,r,0.12,,0.48,,0.00,,13.2,,52,,69,,59,
277,07/05/2015,0.36,,0.00,r,0.12,,0.36,,0.00,,13.2,,51,,72,,61,
278,07/06/2015,0.36,,0.00,r,0.00,,0.36,,0.00,,13.2,,51,,75,,62,
279,07/07/2015,0.24,,0.00,r,0.00,,0.60,,0.00,,13.2,,47,,68,,55,
