,DATE / TIME (PST),SNOW WC INCHES,Unnamed: 2,SNO ADJ INCHES,Unnamed: 4,PPT INC INCHES,Unnamed: 6,RAIN INCHES,Unnamed: 8
77,12/17/2014,4.8,,4.8,,0.24,,21.08,
78,12/18/2014,4.92,,4.92,,0.04,,21.12,
79,12/19/2014,5.04,,5.04,,0.84,,21.96,
80,12/20/2014,5.88,,5.88,,0.92,,22.88,
81,12/21/2014,6.48,,6.48,,0.60,,23.48,
82,12/22/2014,5.88,,5.88,,0.16,,23.64,
83,12/23/2014,5.88,,5.88,,0.00,,23.64,
84,12/24/2014,5.88,,5.88,,0.24,,23.88,
85,12/25/2014,6.24,,6.24,,0.00,,23.88,
86,12/26/2014,6.12,,6.24,r,0.00,,23.88,
87,12/27/2014,6.24,,6.24,,0.08,,23.96,
88,12/28/2014,6.24,,6.24,,0.04,,24.00,
89,12/29/2014,6.24,,6.24,,0.00,,24.00,
90,12/30/2014,6.24,,6.24,,0.00,,24.00,
91,12/31/2014,6.24,,6.24,,0.00,,24.00,
92,01/01/2015,6.36,,6.36,,0.00,,24.00,
93,01/02/2015,6.6,,6.6,,0.08,,24.08,
94,01/03/2015,6.72,,6.72,,0.04,,24.12,
95,01/04/2015,6.72,,6.72,,0.04,,24.16,
96,01/05/2015,6.84,,6.84,,0.04,,24.20,
97,01/06/2015,6.96,,6.96,,0.04,,24.24,
98,01/07/2015,6.96,,6.96,,0.00,,24.24,
99,01/08/2015,6.96,,6.96,,0.00,,24.24,
100,01/09/2015,6.84,,6.84,,0.00,,24.24,
101,01/10/2015,6.84,,6.84,,0.00,,24.24,
102,01/11/2015,6.84,,6.84,,0.00,,24.24,
103,01/12/2015,6.84,,6.84,,0.00,,24.24,
104,01/13/2015,6.96,,6.96,,0.00,,24.24,
105,01/14/2015,6.96,,6.96,,0.00,,24.24,
106,01/15/2015,6.84,,6.84,,0.00,,24.24,
107,01/16/2015,7.08,,7.08,,0.12,,24.36,
108,01/17/2015,7.08,,7.08,,0.12,,24.48,
109,01/18/2015,6.36,,6.36,,0.08,,24.56,
110,01/19/2015,5.76,,5.76,,0.12,,24.68,
111,01/20/2015,5.88,,5.88,,0.00,,24.68,
112,01/21/2015,6.0,,6.0,,0.00,,24.68,
113,01/22/2015,6.36,,6.36,,0.00,,24.68,
114,01/23/2015,6.24,,6.24,,0.00,,24.68,
115,01/24/2015,6.12,,6.12,,0.08,,24.76,
116,01/25/2015,6.24,,6.24,,0.08,,24.84,
117,01/26/2015,6.24,,6.24,,0.00,,24.84,
118,01/27/2015,6.0,,6.0,,0.00,,24.84,
119,01/28/2015,5.88,,5.88,,0.00,,24.84,
120,01/29/2015,5.76,,5.76,,0.00,,24.84,
121,01/30/2015,5.64,,5.64,,0.00,,24.84,
122,01/31/2015,5.64,,5.64,,0.00,,24.84,
123,02/01/2015,5.52,,5.52,,0.00,,24.84,
124,02/02/2015,5.88,,5.88,,0.16,,25.00,
125,02/03/2015,5.52,,5.52,,0.12,,25.12,
126,02/04/2015,5.4,,5.4,,0.00,,25.12,
127,02/05/2015,5.16,,5.16,,0.00,,25.12,
128,02/06/2015,5.04,,5.04,,3.56,,28.68,
129,02/07/2015,6.24,,6.24,,1.04,,29.72,
130,02/08/2015,5.76,,5.76,,1.48,,31.20,
131,02/09/2015,5.64,,5.64,,0.92,,32.12,
132,02/10/2015,5.76,,5.76,,0.20,,32.32,
133,02/11/2015,6.0,,6.0,,0.08,,32.40,
134,02/12/2015,6.0,,6.0,,0.00,,32.40,
135,02/13/2015,6.0,,6.0,,0.00,,32.40,
136,02/14/2015,5.76,,5.76,,0.00,,32.40,
137,02/15/2015,5.76,,5.76,,0.00,,32.40,
138,02/16/2015,5.52,,5.52,,0.00,,32.40,
139,02/17/2015,5.28,,5.28,,0.00,,32.40,
140,02/18/2015,5.16,,5.16,,0.00,,32.40,
141,02/19/2015,4.92,,4.92,,0.00,,32.40,
142,02/20/2015,4.68,,4.68,,0.00,,32.40,
143,02/21/2015,4.08,,4.08,,0.00,,32.40,
144,02/22/2015,3.6,,3.6,,0.00,,32.40,
145,02/23/2015,3.0,,3.0,,0.00,,32.40,
146,02/24/2015,2.28,,2.28,,0.00,,32.40,
147,02/25/2015,5.28,,5.28,,0.00,,32.40,
148,02/26/2015,4.44,,4.44,,0.00,,32.40,
149,02/27/2015,3.84,,3.84,,0.00,,32.40,
150,02/28/2015,3.12,,3.12,,0.00,,32.40,
151,03/01/2015,2.52,,2.52,,0.00,,32.40,
152,03/02/2015,1.56,,1.56,,0.00,,32.40,
153,03/03/2015,2.4,,2.4,,0.00,,32.40,
154,03/04/2015,4.2,,4.2,,0.00,,32.40,
155,03/05/2015,4.56,,4.56,,0.00,,32.40,
156,03/06/2015,5.16,,5.16,,0.00,,32.40,
157,03/07/2015,4.44,,4.44,,0.00,,32.40,
158,03/08/2015,4.92,,4.92,,0.00,,32.40,
159,03/09/2015,4.68,,4.68,,0.00,,32.40,
160,03/10/2015,4.2,,4.2,,0.00,,32.40,
161,03/11/2015,3.36,,3.36,,0.00,,32.40,
162,03/12/2015,3.12,,3.12,,0.04,,32.44,
163,03/13/2015,2.52,,2.52,,0.00,,32.44,
164,03/14/2015,0.84,,0.84,,0.00,,32.44,
165,03/15/2015,-0.12,,0.0,,0.00,,32.44,
166,03/16/2015,-0.12,,0.0,,0.00,,32.44,
167,03/17/2015,-0.12,,0.0,r,0.00,,32.44,
168,03/18/2015,0.0,,0.0,r,0.00,,32.44,
169,03/19/2015,-0.24,,0.0,r,0.00,,32.44,
170,03/20/2015,-0.24,,0.0,r,0.00,,32.44,
171,03/21/2015,-0.24,,0.0,r,0.00,,32.44,
172,03/22/2015,-0.12,,0.0,r,0.00,,32.44,
173,03/23/2015,0.12,,0.12,,0.24,,32.68,
174,03/24/2015,0.24,,0.24,,0.28,,32.96,
175,03/25/2015,0.0,,0.0,,0.28,,33.24,
176,03/26/2015,0.0,,0.0,,0.00,,33.24,
177,03/27/2015,-0.12,,0.0,,0.00,,33.24,
178,03/28/2015,-0.12,,0.0,,0.00,,33.24,
179,03/29/2015,-0.12,,0.0,,0.00,,33.24,
180,03/30/2015,-0.12,,0.0,,0.00,,33.24,
181,03/31/2015,0.0,,0.0,r,0.00,,33.24,
182,04/01/2015,-0.24,,0.0,r,0.00,,33.24,
183,04/02/2015,-0.12,,0.0,r,0.00,,33.24,
184,04/03/2015,-0.24,,0.0,r,0.00,,33.24,
185,04/04/2015,-0.12,,0.0,r,0.00,,33.24,
186,04/05/2015,0.0,,0.0,r,0.00,,33.24,
187,04/06/2015,0.24,,0.24,r,0.20,,33.44,
188,04/07/2015,0.36,,0.36,,0.56,,34.00,
189,04/08/2015,0.96,,0.96,,0.24,,34.24,
190,04/09/2015,1.08,,1.08,,0.08,,34.32,
191,04/10/2015,1.08,,1.08,,0.00,,34.32,
192,04/11/2015,0.72,,0.72,,0.00,,34.32,
193,04/12/2015,0.48,,0.48,,0.04,,34.36,
194,04/13/2015,-0.12,,0.0,,0.00,,34.36,
195,04/14/2015,-0.12,,0.0,r,0.00,,34.36,
196,04/15/2015,0.12,,0.0,r,0.00,,34.36,
197,04/16/2015,-0.12,,0.0,r,0.00,,34.36,
198,04/17/2015,0.0,,0.0,r,0.04,,34.40,
199,04/18/2015,0.0,,0.0,r,0.00,,34.40,
200,04/19/2015,0.0,,0.0,r,0.00,,34.40,
201,04/20/2015,0.0,,0.0,r,0.00,,34.40,
202,04/21/2015,0.0,,0.0,r,0.00,,34.40,
203,04/22/2015,0.0,,0.0,r,0.00,,34.40,
204,04/23/2015,0.12,,0.0,r,0.00,,34.40,
205,04/24/2015,0.12,,0.12,r,0.00,,34.40,
206,04/25/2015,0.24,,0.24,r,0.40,,34.80,
207,04/26/2015,0.0,,0.0,r,0.04,,34.84,
208,04/27/2015,0.0,,0.0,r,0.00,,34.84,
209,04/28/2015,0.0,,0.0,r,0.00,,34.84,
210,04/29/2015,0.0,,0.0,r,0.00,,34.84,
211,04/30/2015,0.0,,0.0,r,0.00,,34.84,
212,05/01/2015,0.0,,0.0,r,0.00,,34.84,
213,05/02/2015,0.0,,0.0,r,0.00,,34.84,
214,05/03/2015,0.0,,0.0,r,0.00,,34.84,
215,05/04/2015,0.0,,0.0,r,0.00,,34.84,
216,05/05/2015,0.0,,0.0,r,0.00,,34.84,
217,05/06/2015,0.0,,0.0,r,0.00,,34.84,
218,05/07/2015,0.0,,0.0,r,0.00,,34.84,
219,05/08/2015,0.0,,0.0,r,0.00,,34.84,
220,05/09/2015,0.12,,0.0,r,0.00,,34.84,
221,05/10/2015,0.0,,0.0,r,0.00,,34.84,
222,05/11/2015,0.0,,0.0,r,0.00,,34.84,
223,05/12/2015,0.0,,0.0,r,0.00,,34.84,
224,05/13/2015,0.0,,0.0,r,0.00,,34.84,
225,05/14/2015,0.0,,0.0,r,0.00,,34.84,
226,05/15/2015,0.12,,0.0,r,0.00,,34.84,
227,05/16/2015,0.12,,0.0,r,0.12,,34.96,
228,05/17/2015,0.0,,0.0,r,0.00,,34.96,
229,05/18/2015,0.0,,0.0,r,0.00,,34.96,
230,05/19/2015,0.0,,0.0,r,0.00,,34.96,
231,05/20/2015,0.0,,0.0,r,0.08,,35.04,
232,05/21/2015,0.12,,0.0,r,0.04,,35.08,
233,05/22/2015,0.12,,0.0,r,0.24,,35.32,
234,05/23/2015,0.12,,0.0,r,0.20,,35.52,
235,05/24/2015,0.0,,0.0,r,0.00,,35.52,
236,05/25/2015,0.12,,0.0,r,0.12,,35.64,
237,05/26/2015,0.0,,0.0,r,0.00,,35.64,
238,05/27/2015,0.0,,0.0,r,0.00,,35.64,
239,05/28/2015,0.0,,0.0,r,0.00,,35.64,
240,05/29/2015,0.12,,0.0,r,0.00,,35.64,
241,05/30/2015,0.12,,0.0,r,0.00,,35.64,
242,05/31/2015,0.12,,0.0,r,0.00,,35.64,
243,06/01/2015,0.12,,0.0,r,0.00,,35.64,
244,06/02/2015,0.0,,0.0,r,0.00,,35.64,
245,06/03/2015,0.12,,0.0,r,0.00,,35.64,
246,06/04/2015,0.12,,0.0,r,0.00,,35.64,
247,06/05/2015,0.12,,0.0,r,0.00,,35.64,
248,06/06/2015,0.12,,0.0,r,0.00,,35.64,
249,06/07/2015,0.12,,0.0,r,0.00,,35.64,
250,06/08/2015,0.12,,0.0,r,0.00,,35.64,
251,06/09/2015,0.12,,0.0,r,0.00,,35.64,
252,06/10/2015,0.24,,0.0,r,0.00,,35.64,
253,06/11/2015,0.12,,0.0,r,0.00,,35.64,
254,06/12/2015,0.12,,0.0,r,0.00,,35.64,
255,06/13/2015,0.12,,0.0,r,0.00,,35.64,
256,06/14/2015,0.12,,0.0,r,0.00,,35.64,
257,06/15/2015,0.12,,0.0,r,0.00,,35.64,
258,06/16/2015,0.12,,0.0,r,0.00,,35.64,
259,06/17/2015,0.12,,0.0,r,0.00,,35.64,
260,06/18/2015,0.12,,0.0,r,0.00,,35.64,
261,06/19/2015,0.12,,0.0,r,0.00,,35.64,
262,06/20/2015,0.12,,0.0,r,0.00,,35.64,
263,06/21/2015,0.12,,0.0,r,0.00,,35.64,
264,06/22/2015,0.12,,0.0,r,0.00,,35.64,
265,06/23/2015,0.12,,0.0,r,0.00,,35.64,
266,06/24/2015,0.12,,0.0,r,0.00,,35.64,
267,06/25/2015,0.12,,0.0,r,0.00,,35.64,
268,06/26/2015,0.24,,0.0,r,0.00,,35.64,
269,06/27/2015,0.24,,0.0,r,0.00,,35.64,
270,06/28/2015,0.24,,0.0,r,0.00,,35.64,
271,06/29/2015,0.24,,0.0,r,0.00,,35.64,
272,06/30/2015,0.24,,0.0,r,0.00,,35.64,
273,07/01/2015,0.24,,0.0,r,0.00,,35.64,
274,07/02/2015,0.24,,0.0,r,0.00,,35.64,
275,07/03/2015,0.24,,0.0,r,0.00,,35.64,
276,07/04/2015,0.24,,0.0,r,0.00,,35.64,
277,07/05/2015,0.24,,0.0,r,0.00,,35.64,
278,07/06/2015,0.12,,0.0,r,0.00,,35.64,
279,07/07/2015,0.12,,0.0,r,0.00,,35.64,
280,07/08/2015,0.12,,0.0,r,0.00,,35.64,
281,07/09/2015,0.12,,0.0,r,0.00,,35.64,
282,07/10/2015,0.12,,0.0,r,0.00,,35.64,
283,07/11/2015,0.12,,0.0,r,0.00,,35.64,
284,07/12/2015,0.12,,0.0,r,0.00,,35.64,
285,07/13/2015,0.12,,0.0,r,0.00,,35.64,
286,07/14/2015,0.12,,0.0,r,0.00,,35.64,
287,07/15/2015,0.12,,0.0,r,0.00,,35.64,
288,07/16/2015,0.12,,0.0,r,0.00,,35.64,
289,07/17/2015,0.12,,0.0,r,0.00,,35.64,
290,07/18/2015,0.12,,0.0,r,0.00,,35.64,
291,07/19/2015,0.12,,0.0,r,0.00,,35.64,
292,07/20/2015,0.12,,0.0,r,0.00,,35.64,
293,07/21/2015,0.12,,0.0,r,0.00,,35.64,
294,07/22/2015,0.12,,0.0,r,0.00,,35.64,
295,07/23/2015,0.12,,0.0,r,0.00,,35.64,
296,07/24/2015,0.12,,0.0,r,0.00,,35.64,
297,07/25/2015,0.12,,0.0,r,0.00,,35.64,
298,07/26/2015,0.12,,0.0,r,0.00,,35.64,
299,07/27/2015,0.12,,0.0,r,0.00,,35.64,
300,07/28/2015,0.12,,0.0,r,0.00,,35.64,
301,07/29/2015,0.12,,0.0,r,0.00,,35.64,
302,07/30/2015,0.12,,0.0,r,0.00,,35.64,
303,07/31/2015,0.12,,0.0,r,0.00,,35.64,
304,08/01/2015,0.12,,0.0,r,0.00,,35.64,
305,08/02/2015,0.24,,0.0,r,0.00,,35.64,
306,08/03/2015,0.12,,0.0,r,0.00,,35.64,
307,08/04/2015,0.12,,0.0,r,0.00,,35.64,
308,08/05/2015,0.12,,0.0,r,0.00,,35.64,
309,08/06/2015,0.12,,0.0,r,0.00,,35.64,
310,08/07/2015,0.12,,0.0,r,0.00,,35.64,
311,08/08/2015,0.12,,0.0,r,0.00,,35.64,
312,08/09/2015,0.12,,0.0,r,0.00,,35.64,
313,08/10/2015,0.12,,0.0,r,0.00,,35.64,
314,08/11/2015,0.12,,0.0,r,0.00,,35.64,
315,08/12/2015,0.12,,0.0,r,0.00,,35.64,
316,08/13/2015,0.12,,0.0,r,0.00,,35.64,
317,08/14/2015,0.12,,0.0,r,0.00,,35.64,
318,08/15/2015,0.0,,0.0,r,0.00,,35.64,
319,08/16/2015,0.12,,0.0,r,0.00,,35.64,
320,08/17/2015,0.12,,0.0,r,0.00,,35.64,
321,08/18/2015,0.12,,0.0,r,0.00,,35.64,
322,08/19/2015,0.12,,0.0,r,0.00,,35.64,
323,08/20/2015,0.12,,0.0,r,0.00,,35.64,
324,08/21/2015,0.12,,0.0,r,0.00,,35.64,
325,08/22/2015,0.12,,0.0,r,0.00,,35.64,
326,08/23/2015,0.12,,0.0,r,0.00,,35.64,
327,08/24/2015,0.12,,0.0,r,0.00,,35.64,
328,08/25/2015,0.12,,0.0,r,0.00,,35.64,
329,08/26/2015,0.12,,0.0,r,0.00,,35.64,
330,08/27/2015,0.12,,0.0,r,0.00,,35.64,
331,08/28/2015,0.12,,0.0,r,0.00,,35.64,
332,08/29/2015,0.12,,0.0,r,0.00,,35.64,
333,08/30/2015,0.0,,0.0,r,0.00,,35.64,
334,08/31/2015,0.0,,0.0,r,0.00,,35.64,
335,09/01/2015,0.12,,0.0,r,0.00,,35.64,
336,09/02/2015,0.12,,0.0,r,0.00,,35.64,
337,09/03/2015,0.12,,0.0,r,0.00,,35.64,
338,09/04/2015,0.0,,0.0,r,0.00,,35.64,
339,09/05/2015,0.0,,0.0,r,0.00,,35.64,
340,09/06/2015,0.0,,0.0,r,0.00,,35.64,
341,09/07/2015,0.0,,0.0,r,0.00,,35.64,
342,09/08/2015,0.12,,0.0,r,0.00,,35.64,
343,09/09/2015,0.12,,0.0,r,0.00,,35.64,
344,09/10/2015,0.12,,0.0,r,0.00,,35.64,
345,09/11/2015,0.24,,0.0,r,0.00,,35.64,
346,09/12/2015,0.24,,0.0,r,0.00,,35.64,
347,09/13/2015,0.24,,0.0,r,0.00,,35.64,
348,09/14/2015,0.12,,0.0,r,0.00,,35.64,
349,09/15/2015,0.12,,0.0,r,0.00,,35.64,
350,09/16/2015,0.0,,0.0,r,0.00,,35.64,
351,09/17/2015,0.12,,0.12,,0.00,,35.64,
352,09/18/2015,0.12,,0.0,r,0.00,,35.64,
353,09/19/2015,0.12,,0.0,r,0.04,,35.68,
354,09/20/2015,0.12,,0.0,r,0.00,,35.68,
355,09/21/2015,0.12,,0.0,r,0.00,,35.68,
356,09/22/2015,0.12,,0.0,r,0.00,,35.68,
357,09/23/2015,0.12,,0.0,r,0.00,,35.68,
358,09/24/2015,0.12,,0.0,r,0.00,,35.68,
359,09/25/2015,0.12,,0.0,r,0.00,,35.68,
360,09/26/2015,0.12,,0.0,r,0.00,,35.68,
361,09/27/2015,0.12,,0.0,r,0.00,,35.68,
362,09/28/2015,0.12,,0.0,r,0.00,,35.68,
363,09/29/2015,0.12,,0.0,r,0.00,,35.68,
364,09/30/2015,0.12,,0.0,r,0.00,,35.68,
