,DATE / TIME (PST),SNOW WC INCHES,Unnamed: 2,SNO ADJ INCHES,Unnamed: 4,SNWCMIN INCHES,Unnamed: 6,SNWCMAX INCHES,Unnamed: 8,PPT INC INCHES,Unnamed: 10,RAIN INCHES,Unnamed: 12
116,01/25/2017,35.58,,35.58,,35.56,,36.03,,0.00,,34.32,
117,01/26/2017,35.80,,35.8,,35.76,,36.23,,0.00,,34.32,
118,01/27/2017,35.84,,35.84,,35.80,,36.35,,0.00,,34.32,
119,01/28/2017,36.17,,36.17,,36.12,,36.54,,0.08,,34.4,
120,01/29/2017,36.48,,36.48,,36.34,,36.69,,0.00,,34.4,
121,01/30/2017,36.67,,36.67,,36.54,,37.06,,0.04,,34.44,
122,01/31/2017,36.78,,36.78,,36.49,,37.04,,0.00,,34.44,
123,02/01/2017,36.88,,36.88,,36.69,,36.97,,0.00,,34.44,
124,02/02/2017,36.71,,36.71,,36.71,,37.95,,0.28,,34.72,
125,02/03/2017,38.09,,38.09,,37.95,,41.16,,1.32,,36.04,
126,02/04/2017,41.77,,41.77,,41.26,,43.44,,0.80,,36.84,
127,02/05/2017,43.51,,43.51,,43.46,,45.03,,0.40,,37.24,
128,02/06/2017,45.85,,45.85,,45.24,,49.11,,0.88,,38.12,
129,02/07/2017,50.39,,50.39,,49.29,,50.92,,1.84,,39.96,
130,02/08/2017,49.63,,49.63,,47.39,,49.66,,3.24,,43.2,
131,02/09/2017,46.75,,46.75,,45.65,,47.13,,2.44,,45.64,
132,02/10/2017,45.81,,45.81,,45.75,,46.33,,0.40,,46.04,
133,02/11/2017,46.57,,46.57,,46.52,,46.83,,0.28,,46.32,
134,02/12/2017,46.85,,46.85,,46.70,,47.27,,0.00,,46.32,
135,02/13/2017,47.21,,47.21,,46.98,,47.55,,0.04,,46.36,
136,02/14/2017,47.64,,47.64,,47.12,,47.68,,0.12,,46.48,
137,02/15/2017,47.43,,47.43,,47.29,,47.58,,0.00,,46.48,
138,02/16/2017,47.62,,47.62,,47.44,,48.87,,0.24,,46.72,
139,02/17/2017,49.00,,49.0,,48.86,,50.49,,0.76,,47.48,
140,02/18/2017,50.84,,50.84,,50.55,,52.17,,0.68,,48.16,
141,02/19/2017,52.17,,52.17,,52.09,,53.47,,0.32,,48.48,
142,02/20/2017,54.51,,54.51,,53.66,,59.92,,1.80,,50.28,
143,02/21/2017,60.60,,60.6,,60.29,,62.06,,0.88,,51.16,
144,02/22/2017,62.13,,62.13,,62.08,,62.72,,0.44,,51.6,
145,02/23/2017,62.60,,62.6,,62.43,,62.95,,0.12,,51.72,
146,02/24/2017,62.50,,62.5,,62.47,,63.05,,0.00,,51.72,
147,02/25/2017,62.92,,62.92,,62.88,,63.37,,0.04,,51.76,
148,02/26/2017,63.05,,63.05,,63.04,,64.01,,0.08,,51.84,
149,02/27/2017,64.17,,64.17,,64.05,,64.42,,0.16,,52.0,
150,02/28/2017,64.23,,64.23,,64.08,,64.45,,0.00,,52.0,
151,03/01/2017,64.27,,64.27,,64.22,,64.66,,0.04,,52.04,
152,03/02/2017,64.48,,64.48,,64.35,,64.80,,0.04,,52.08,
153,03/03/2017,64.56,,64.56,,64.56,,64.84,,0.00,,52.08,
154,03/04/2017,64.86,,64.86,,64.80,,66.12,,0.28,,52.36,
155,03/05/2017,66.37,,66.37,,66.22,,67.15,,0.28,,52.64,
156,03/06/2017,67.42,,67.42,,67.22,,68.46,,0.20,,52.84,
157,03/07/2017,68.49,,68.49,,68.46,,68.84,,0.12,,52.96,
158,03/08/2017,68.89,,68.89,,68.80,,69.12,,0.12,,53.08,
159,03/09/2017,68.91,,68.91,,68.84,,69.10,,0.00,,53.08,
160,03/10/2017,68.88,,68.88,,68.83,,69.00,,0.00,,53.08,
161,03/11/2017,68.88,,68.88,,68.58,,69.20,,0.04,,53.12,
162,03/12/2017,68.57,,68.57,,68.30,,68.69,,0.04,,53.16,
163,03/13/2017,68.44,,68.44,,68.15,,68.54,,0.00,,53.16,
164,03/14/2017,68.16,,68.16,,67.72,,68.25,,0.00,,53.16,
165,03/15/2017,67.76,,67.76,,67.50,,68.03,,0.00,,53.16,
166,03/16/2017,67.54,,67.54,,66.64,,67.74,,0.00,,53.16,
167,03/17/2017,66.67,,66.67,,65.98,,66.67,,0.00,,53.16,
168,03/18/2017,66.01,,66.01,,65.56,,66.02,,0.00,,53.16,
169,03/19/2017,65.46,,65.46,,64.87,,65.56,,0.00,,53.16,
170,03/20/2017,64.73,,64.73,,64.34,,64.83,,0.04,,53.2,
171,03/21/2017,64.90,,64.9,,64.20,,65.30,,1.88,,55.08,
172,03/22/2017,64.23,,64.23,,64.21,,65.71,,0.40,,55.48,
173,03/23/2017,65.57,,65.57,,65.48,,66.39,,0.04,,55.52,
174,03/24/2017,65.82,,65.82,,65.73,,67.54,,0.16,,55.68,
175,03/25/2017,67.81,,67.81,,67.62,,68.15,,0.28,,55.96,
176,03/26/2017,68.02,,68.02,,67.93,,68.87,,0.08,,56.04,
177,03/27/2017,69.04,,69.04,,68.91,,69.26,,0.28,,56.32,
178,03/28/2017,69.13,,69.13,,69.01,,69.92,,0.00,,56.32,
179,03/29/2017,69.02,,69.02,,68.82,,69.19,,0.08,,56.4,
180,03/30/2017,69.04,,69.04,,68.60,,69.04,,0.44,,56.84,
181,03/31/2017,68.79,,68.79,,68.51,,68.88,,0.04,,56.88,
182,04/01/2017,68.53,,68.53,,67.87,,68.56,,0.08,,56.96,
183,04/02/2017,67.91,,67.91,,67.34,,68.02,,0.00,,56.96,
184,04/03/2017,67.21,,67.21,,66.85,,67.58,,0.00,,56.96,
185,04/04/2017,66.91,,66.91,,66.17,,67.11,,0.00,,56.96,
186,04/05/2017,66.18,,66.18,,64.99,,66.25,,0.00,,56.96,
187,04/06/2017,65.04,,65.04,,64.92,,67.25,,0.64,,57.6,
188,04/07/2017,67.91,,67.91,,67.54,,70.96,,1.32,,58.92,
189,04/08/2017,71.48,,71.48,,71.28,,72.43,,0.64,,59.56,
190,04/09/2017,71.94,,71.94,,71.88,,72.70,,0.04,,59.6,
191,04/10/2017,72.06,,72.06,,72.03,,72.75,,0.00,,59.6,
192,04/11/2017,72.17,,72.17,,72.14,,72.63,,0.08,,59.68,
193,04/12/2017,72.63,,72.63,,72.59,,73.90,,0.96,,60.64,
194,04/13/2017,74.51,,74.51,,74.16,,75.94,,1.00,,61.64,
195,04/14/2017,75.72,,75.72,,75.59,,76.11,,0.16,,61.8,
196,04/15/2017,75.59,,75.59,,75.49,,75.81,,0.00,,61.8,
197,04/16/2017,75.60,,75.6,,75.53,,76.45,,0.28,,62.08,
198,04/17/2017,76.55,,76.55,,75.80,,76.59,,1.16,,63.24,
199,04/18/2017,75.60,,75.6,,74.66,,75.71,,0.52,,63.76,
200,04/19/2017,74.66,,74.66,,74.09,,74.68,,0.08,,63.84,
201,04/20/2017,75.02,,75.02,,74.82,,75.45,,0.36,,64.2,
202,04/21/2017,75.27,,75.27,,75.06,,75.42,,0.04,,64.24,
203,04/22/2017,75.10,,75.1,,74.20,,75.11,,0.00,,64.24,
204,04/23/2017,73.99,,73.99,,73.02,,74.14,,0.00,,64.24,
205,04/24/2017,73.16,,73.16,,72.97,,73.58,,0.24,,64.48,
206,04/25/2017,73.41,,73.41,,73.00,,73.47,,0.12,,64.6,
207,04/26/2017,72.95,,72.95,,72.47,,73.14,,0.04,,64.64,
208,04/27/2017,72.36,,72.36,,71.76,,72.45,,0.12,,64.76,
209,04/28/2017,71.86,,71.86,,70.94,,71.95,,0.00,,64.76,
210,04/29/2017,71.08,,71.08,,70.08,,71.21,,0.08,,64.84,
211,04/30/2017,70.16,,70.16,,68.72,,70.21,,0.00,,64.84,
212,05/01/2017,68.82,,68.82,,67.32,,68.92,,0.04,,64.88,
213,05/02/2017,67.07,,67.07,,65.67,,67.28,,0.00,,64.88,
214,05/03/2017,65.35,,65.35,,63.38,,65.73,,0.00,,64.88,
215,05/04/2017,63.18,,63.18,,60.56,,63.32,,0.00,,64.88,
216,05/05/2017,60.54,,60.54,,58.82,,60.56,,0.00,,64.88,
217,05/06/2017,58.66,,58.66,,58.45,,59.45,,0.00,,64.88,
218,05/07/2017,58.65,,58.65,,57.12,,58.79,,0.12,,65.0,
219,05/08/2017,57.16,,57.16,,55.96,,57.31,,0.00,,65.0,
220,05/09/2017,56.10,,56.1,,54.60,,56.25,,0.04,,65.04,
221,05/10/2017,54.55,,54.55,,52.78,,54.60,,0.00,,65.04,
222,05/11/2017,52.61,,52.61,,50.15,,52.74,,0.00,,65.04,
223,05/12/2017,50.04,,50.04,,49.42,,50.11,,0.00,,65.04,
224,05/13/2017,49.98,,49.98,,49.06,,50.24,,0.00,,65.04,
225,05/14/2017,49.79,,49.79,,49.28,,50.36,,0.00,,65.04,
226,05/15/2017,50.14,,50.14,,48.25,,50.48,,0.00,,65.04,
227,05/16/2017,48.38,,48.38,,47.95,,48.45,,0.12,,65.16,
228,05/17/2017,47.99,,47.99,,46.25,,48.14,,0.12,,65.28,
229,05/18/2017,47.09,,47.09,,44.71,,47.59,,0.04,,65.32,
230,05/19/2017,45.44,,45.44,,42.70,,45.69,,0.04,,65.36,
231,05/20/2017,42.87,,42.87,,40.68,,43.12,,0.00,,65.36,
232,05/21/2017,40.83,,40.83,,38.42,,41.00,,0.04,,65.4,
233,05/22/2017,38.69,,38.69,,36.61,,38.91,,0.00,,65.4,
234,05/23/2017,36.76,,36.76,,34.80,,36.98,,0.00,,65.4,
235,05/24/2017,34.83,,34.83,,32.73,,34.92,,0.00,,65.4,
236,05/25/2017,32.64,,32.64,,30.97,,32.71,,0.00,,65.4,
237,05/26/2017,30.88,,30.88,,29.36,,30.94,,0.00,,65.4,
238,05/27/2017,29.24,,29.24,,27.85,,29.32,,0.00,,65.4,
239,05/28/2017,27.74,,27.74,,26.31,,27.86,,0.00,,65.4,
240,05/29/2017,26.22,,26.22,,24.27,,26.29,,0.04,,65.44,
241,05/30/2017,24.22,,24.22,,22.89,,24.34,,0.00,,65.44,
242,05/31/2017,22.65,,22.65,,21.46,,22.85,,0.00,,65.44,
243,06/01/2017,21.25,,21.25,,19.64,,21.39,,0.00,,65.44,
244,06/02/2017,19.38,,19.38,,17.95,,19.54,,0.00,,65.44,
245,06/03/2017,17.80,,17.8,,15.80,,17.89,,0.00,,65.44,
246,06/04/2017,15.60,,15.6,,13.17,,15.75,,0.00,,65.44,
247,06/05/2017,12.94,,12.94,,11.32,,13.27,,0.00,,65.44,
248,06/06/2017,11.13,,11.13,,9.33,,11.27,,0.00,,65.44,
249,06/07/2017,9.18,,9.18,,7.27,,9.29,,0.00,,65.44,
250,06/08/2017,7.00,,7.0,,5.69,,7.19,,0.04,,65.48,
251,06/09/2017,5.48,,5.48,,3.82,,5.64,,0.28,,65.76,
252,06/10/2017,3.63,,3.63,,1.67,,3.76,,0.04,,65.8,
253,06/11/2017,1.56,,1.56,,1.42,,1.63,,0.08,,65.88,
254,06/12/2017,1.73,,1.73,,1.62,,1.83,,0.36,,66.24,
255,06/13/2017,1.56,,1.56,,0.40,,1.61,,0.12,,66.36,
256,06/14/2017,0.35,,0.35,,-0.34,,0.44,,0.04,,66.4,
257,06/15/2017,0.01,,0.0,r,-0.56,,0.10,,0.00,,66.4,
258,06/16/2017,-0.04,,0.0,r,-0.79,,-0.01,,0.08,,66.48,
259,06/17/2017,-0.19,,0.0,r,-1.07,,-0.11,,0.00,,66.48,
260,06/18/2017,-0.31,,0.0,r,-1.03,,-0.25,,0.04,,66.52,
261,06/19/2017,-0.24,,0.0,r,-1.10,,-0.19,,0.04,,66.56,
262,06/20/2017,-0.19,,0.0,r,-0.99,,-0.11,,0.00,,66.56,
263,06/21/2017,-0.14,,0.0,r,-0.95,,-0.10,,0.00,,66.56,
264,06/22/2017,-0.13,,0.0,r,-0.90,,-0.02,,0.00,,66.56,
265,06/23/2017,-0.07,,0.0,r,-0.94,,0.00,,0.00,,66.56,
266,06/24/2017,-0.05,,0.0,r,-0.91,,0.03,,0.00,,66.56,
267,06/25/2017,-0.01,,0.0,r,-0.84,,0.09,,0.00,,66.56,
268,06/26/2017,0.04,,0.0,r,-0.63,,0.17,,0.00,,66.56,
269,06/27/2017,0.02,,0.0,r,-0.72,,0.18,,0.00,,66.56,
270,06/28/2017,0.04,,0.0,r,-0.79,,0.21,,0.00,,66.56,
271,06/29/2017,0.05,,0.0,r,--,,--,,0.00,,66.56,
272,06/30/2017,--,,0.0,r,--,,--,,0.00,,66.56,
273,07/01/2017,--,,0.0,r,--,,--,,0.00,,66.56,
274,07/02/2017,--,,0.0,r,--,,--,,0.00,,66.56,
275,07/03/2017,--,,0.0,r,--,,--,,0.00,,66.56,
276,07/04/2017,--,,0.0,r,--,,--,,0.00,,66.56,
277,07/05/2017,--,,0.0,r,--,,--,,0.00,,66.56,
278,07/06/2017,--,,0.0,r,--,,--,,0.00,,66.56,
279,07/07/2017,--,,0.0,r,--,,--,,0.00,,66.56,
280,07/08/2017,--,,0.0,r,--,,--,,0.00,,66.56,
281,07/09/2017,--,,0.0,r,--,,--,,0.00,,66.56,
282,07/10/2017,--,,0.0,r,--,,--,,0.00,,66.56,
283,07/11/2017,--,,0.0,r,--,,--,,0.00,,66.56,
284,07/12/2017,--,,0.0,r,--,,--,,0.00,,66.56,
285,07/13/2017,--,,0.0,r,--,,--,,0.00,,66.56,
286,07/14/2017,--,,0.0,r,0.10,,0.17,,0.00,,66.56,
287,07/15/2017,0.07,,0.0,r,-0.83,,0.19,,0.00,,66.56,
288,07/16/2017,0.11,,0.0,r,-0.83,,0.24,,0.00,,66.56,
289,07/17/2017,0.14,,0.0,r,-0.75,,0.24,,0.00,,66.56,
290,07/18/2017,0.14,,0.0,r,-0.64,,0.21,,0.00,,66.56,
291,07/19/2017,0.04,,0.0,r,-0.86,,0.08,,0.00,,66.56,
292,07/20/2017,-0.11,,0.0,r,-0.91,,0.08,,0.00,,66.56,
293,07/21/2017,-0.05,,0.0,r,-0.93,,0.10,,0.00,,66.56,
294,07/22/2017,-0.04,,0.0,r,-0.91,,0.12,,0.00,,66.56,
295,07/23/2017,0.02,,0.0,r,-0.88,,0.14,,0.00,,66.56,
296,07/24/2017,0.04,,0.0,r,-0.85,,0.17,,0.00,,66.56,
297,07/25/2017,0.09,,0.0,r,-0.77,,0.19,,0.00,,66.56,
298,07/26/2017,0.08,,0.0,r,-0.73,,0.19,,0.00,,66.56,
299,07/27/2017,0.09,,0.0,r,-0.82,,0.21,,0.00,,66.56,
300,07/28/2017,0.12,,0.0,r,-0.82,,0.22,,0.00,,66.56,
301,07/29/2017,0.12,,0.0,r,-0.79,,0.24,,0.00,,66.56,
302,07/30/2017,0.14,,0.0,r,-0.81,,0.24,,0.00,,66.56,
303,07/31/2017,0.15,,0.0,r,-0.81,,0.24,,0.00,,66.56,
304,08/01/2017,0.17,,0.0,r,-0.75,,0.25,,0.00,,66.56,
305,08/02/2017,0.17,,0.0,r,-0.78,,0.23,,0.04,,66.6,
306,08/03/2017,0.21,,0.0,r,-0.71,,0.28,,0.00,,66.6,
307,08/04/2017,0.24,,0.0,r,-0.70,,0.30,,0.00,,66.6,
308,08/05/2017,0.22,,0.0,r,-0.25,,0.32,,0.00,,66.6,
309,08/06/2017,0.19,,0.0,r,-0.65,,0.33,,0.00,,66.6,
310,08/07/2017,0.22,,0.0,r,-0.50,,0.33,,0.00,,66.6,
311,08/08/2017,0.21,,0.0,r,-0.76,,0.34,,0.00,,66.6,
312,08/09/2017,0.20,,0.0,r,-0.67,,0.32,,0.00,,66.6,
313,08/10/2017,0.20,,0.0,r,-0.73,,0.31,,0.00,,66.6,
314,08/11/2017,0.17,,0.0,r,-0.71,,0.32,,0.00,,66.6,
315,08/12/2017,0.20,,0.0,r,-0.69,,0.34,,0.00,,66.6,
316,08/13/2017,0.24,,0.0,r,-0.67,,0.35,,0.00,,66.6,
317,08/14/2017,0.24,,0.0,r,-0.65,,0.36,,0.00,,66.6,
318,08/15/2017,0.15,,0.0,r,-0.70,,0.33,,0.00,,66.6,
319,08/16/2017,0.19,,0.0,r,-0.74,,0.32,,0.00,,66.6,
320,08/17/2017,0.23,,0.0,r,-0.75,,0.33,,0.00,,66.6,
321,08/18/2017,0.25,,0.0,r,-0.76,,0.32,,0.00,,66.6,
322,08/19/2017,0.27,,0.0,r,-0.66,,0.35,,0.00,,66.6,
323,08/20/2017,0.25,,0.0,r,-0.68,,0.34,,0.00,,66.6,
324,08/21/2017,-0.60,,0.0,r,-0.97,,-0.35,,0.00,,66.6,
325,08/22/2017,-0.50,,0.0,r,-0.93,,-0.35,,0.00,,66.6,
326,08/23/2017,-0.46,,0.0,r,-0.85,,-0.27,,0.00,,66.6,
327,08/24/2017,-0.34,,0.0,r,-0.87,,-0.23,,0.00,,66.6,
328,08/25/2017,-0.34,,0.0,r,-0.87,,-0.22,,0.00,,66.6,
329,08/26/2017,-0.30,,0.0,r,-0.87,,-0.21,,0.00,,66.6,
330,08/27/2017,-0.25,,0.0,r,-0.86,,-0.15,,0.00,,66.6,
331,08/28/2017,-0.23,,0.0,r,-0.83,,-0.19,,0.00,,66.6,
332,08/29/2017,-0.27,,0.0,r,-0.81,,-0.19,,0.00,,66.6,
333,08/30/2017,-0.24,,0.0,r,-0.75,,-0.15,,0.00,,66.6,
334,08/31/2017,-0.25,,0.0,r,-0.78,,-0.09,,0.00,,66.6,
335,09/01/2017,-0.17,,0.0,r,-0.75,,-0.07,,0.00,,66.6,
336,09/02/2017,-0.19,,0.0,r,-0.73,,-0.12,,0.00,,66.6,
337,09/03/2017,-0.15,,0.0,r,-0.76,,-0.05,,0.12,,66.72,
338,09/04/2017,-0.14,,0.0,r,-0.52,,-0.08,,0.04,,66.76,
339,09/05/2017,-0.15,,0.0,r,-0.86,,-0.03,,0.00,,66.76,
340,09/06/2017,-0.15,,0.0,r,-0.70,,-0.08,,0.00,,66.76,
341,09/07/2017,-0.15,,0.0,r,-0.59,,-0.07,,0.00,,66.76,
342,09/08/2017,-0.20,,0.0,r,-0.88,,-0.03,,0.00,,66.76,
343,09/09/2017,-0.12,,0.0,r,-0.90,,-0.02,,0.00,,66.76,
344,09/10/2017,-0.13,,0.0,r,-0.86,,-0.04,,0.00,,66.76,
345,09/11/2017,-0.08,,0.0,r,-0.85,,-0.06,,0.00,,66.76,
