,DATE / TIME (PST),SNOW WC INCHES,Unnamed: 2,SNO ADJ INCHES,Unnamed: 4,PPT INC INCHES,Unnamed: 6,RAIN INCHES,Unnamed: 8
118,01/27/2016,26.52,,26.28,r,0.00,,38.00,
119,01/28/2016,26.52,,26.28,r,0.20,,38.20,
120,01/29/2016,26.88,,26.64,r,4.92,,43.12,
121,01/30/2016,26.88,,26.64,r,0.64,,43.76,
122,01/31/2016,26.76,,26.52,r,0.76,,44.52,
123,02/01/2016,27.24,,27.0,r,0.04,,44.56,
124,02/02/2016,27.24,,27.0,r,0.08,,44.64,
125,02/03/2016,27.36,,27.12,r,0.04,,44.68,
126,02/04/2016,27.60,,27.36,r,0.04,,44.72,
127,02/05/2016,27.60,,27.36,r,0.00,,44.72,
128,02/06/2016,27.72,,27.48,r,0.00,,44.72,
129,02/07/2016,27.72,,27.48,r,0.00,,44.72,
130,02/08/2016,27.84,,27.6,r,0.00,,44.72,
131,02/09/2016,27.84,,27.6,r,0.00,,44.72,
132,02/10/2016,27.84,,27.6,r,0.00,,44.72,
133,02/11/2016,27.84,,27.6,r,0.04,,44.76,
134,02/12/2016,27.96,,27.72,r,0.00,,44.76,
135,02/13/2016,27.96,,27.72,r,0.00,,44.76,
136,02/14/2016,27.96,,27.72,r,0.00,,44.76,
137,02/15/2016,27.96,,27.72,r,0.00,,44.76,
138,02/16/2016,27.96,,27.72,r,0.00,,44.76,
139,02/17/2016,27.96,,27.72,r,1.40,,46.16,
140,02/18/2016,29.28,,29.04,r,1.16,,47.32,
141,02/19/2016,30.24,,30.0,r,0.48,,47.80,
142,02/20/2016,30.72,,30.48,r,0.28,,48.08,
143,02/21/2016,30.84,,30.6,r,0.08,,48.16,
144,02/22/2016,30.96,,30.72,r,0.00,,48.16,
145,02/23/2016,30.96,,30.72,r,0.00,,48.16,
146,02/24/2016,31.08,,30.84,r,0.00,,48.16,
147,02/25/2016,31.20,,30.96,r,0.00,,48.16,
148,02/26/2016,31.20,,30.96,r,0.00,,48.16,
149,02/27/2016,31.20,,30.96,r,0.00,,48.16,
150,02/28/2016,31.20,,30.96,r,0.00,,48.16,
151,02/29/2016,31.20,,30.96,r,0.00,,48.16,
152,03/01/2016,31.20,,30.96,r,0.00,,48.16,
153,03/02/2016,31.20,,30.96,r,0.04,,48.20,
154,03/03/2016,31.20,,30.96,r,0.00,,48.20,
155,03/04/2016,31.20,,30.96,r,1.64,,49.84,
156,03/05/2016,31.92,,31.68,r,2.48,,52.32,
157,03/06/2016,33.00,,32.76,r,2.44,,54.76,
158,03/07/2016,33.84,,33.6,r,0.80,,55.56,
159,03/08/2016,34.44,,34.2,r,0.04,,55.60,
160,03/09/2016,34.56,,34.32,r,0.40,,56.00,
161,03/10/2016,34.92,,34.68,r,1.44,,57.44,
162,03/11/2016,35.76,,35.52,r,1.16,,58.60,
163,03/12/2016,36.48,,36.24,r,0.84,,59.44,
164,03/13/2016,37.80,,37.56,r,1.92,,61.36,
165,03/14/2016,40.92,,40.68,r,1.80,,63.16,
166,03/15/2016,41.88,,41.64,r,1.60,,64.76,
167,03/16/2016,42.12,,41.88,r,0.08,,64.84,
168,03/17/2016,42.24,,42.0,r,0.00,,64.84,
169,03/18/2016,42.36,,42.12,r,0.00,,64.84,
170,03/19/2016,42.48,,42.24,r,0.00,,64.84,
171,03/20/2016,42.48,,42.24,r,1.44,,66.28,
172,03/21/2016,43.32,,43.08,r,1.16,,67.44,
173,03/22/2016,43.92,,43.68,r,0.60,,68.04,
174,03/23/2016,44.28,,44.04,r,0.08,,68.12,
175,03/24/2016,44.28,,44.04,r,0.00,,68.12,
176,03/25/2016,44.40,,44.16,r,0.00,,68.12,
177,03/26/2016,44.40,,44.16,r,0.00,,68.12,
178,03/27/2016,44.52,,44.28,r,0.08,,68.20,
179,03/28/2016,44.64,,44.4,r,0.60,,68.80,
180,03/29/2016,45.00,,44.76,r,0.00,,68.80,
181,03/30/2016,45.00,,44.76,r,0.00,,68.80,
182,03/31/2016,45.12,,44.88,r,0.00,,68.80,
183,04/01/2016,45.24,,45.0,r,0.00,,68.80,
184,04/02/2016,45.36,,45.12,r,0.00,,68.80,
185,04/03/2016,45.12,,44.88,r,0.00,,68.80,
186,04/04/2016,45.00,,44.76,r,0.00,,68.80,
187,04/05/2016,45.00,,44.76,r,0.00,,68.80,
188,04/06/2016,44.88,,44.64,r,0.00,,68.80,
189,04/07/2016,44.64,,44.4,r,0.00,,68.80,
190,04/08/2016,44.16,,43.92,r,0.00,,68.80,
191,04/09/2016,43.80,,43.56,r,0.16,,68.96,
192,04/10/2016,43.68,,43.44,r,0.32,,69.28,
193,04/11/2016,43.20,,42.96,r,0.00,,69.28,
194,04/12/2016,42.84,,42.6,r,0.08,,69.36,
195,04/13/2016,42.36,,42.12,r,0.00,,69.36,
196,04/14/2016,42.12,,41.88,r,0.56,,69.92,
197,04/15/2016,42.12,,41.88,r,0.00,,69.92,
198,04/16/2016,42.24,,42.0,r,0.00,,69.92,
199,04/17/2016,42.12,,41.88,r,0.00,,69.92,
200,04/18/2016,41.88,,41.64,r,0.00,,69.92,
201,04/19/2016,41.52,,41.28,r,0.00,,69.92,
202,04/20/2016,40.92,,40.68,r,0.00,,69.92,
203,04/21/2016,40.32,,40.08,r,--,r,69.92,
204,04/22/2016,39.72,,39.48,r,2.04,,71.96,
205,04/23/2016,40.08,,39.84,r,0.04,,72.00,
206,04/24/2016,40.20,,39.96,r,0.00,,72.00,
207,04/25/2016,40.08,,39.84,r,--,r,72.00,
208,04/26/2016,40.08,,39.84,r,0.00,,72.00,
209,04/27/2016,40.08,,39.84,r,0.00,,72.00,
210,04/28/2016,39.84,,39.6,r,0.04,,72.04,
211,04/29/2016,39.60,,39.36,r,0.04,,72.08,
212,04/30/2016,39.12,,38.88,r,0.00,,72.08,
213,05/01/2016,38.64,,38.4,r,0.08,,72.16,
214,05/02/2016,37.92,,37.68,r,0.00,,72.16,
215,05/03/2016,37.32,,37.08,r,0.00,,72.16,
216,05/04/2016,36.72,,36.48,r,--,r,72.16,
217,05/05/2016,36.24,,36.0,r,0.00,,72.16,
218,05/06/2016,35.76,,35.52,r,0.52,,72.68,
219,05/07/2016,35.52,,35.28,r,0.44,,73.12,
220,05/08/2016,34.80,,34.56,r,0.24,,73.36,
221,05/09/2016,34.08,,33.84,r,0.00,,73.36,
222,05/10/2016,32.88,,32.64,r,0.00,,73.36,
223,05/11/2016,31.92,,31.68,r,--,r,73.36,
224,05/12/2016,30.96,,30.72,r,0.00,,73.36,
225,05/13/2016,29.76,,29.52,r,0.00,,73.36,
226,05/14/2016,28.44,,28.2,r,0.00,,73.36,
227,05/15/2016,27.24,,27.0,r,0.00,,73.36,
228,05/16/2016,26.28,,26.04,r,0.00,,73.36,
229,05/17/2016,25.20,,24.96,r,0.00,,73.36,
230,05/18/2016,23.76,,23.52,r,--,r,73.36,
231,05/19/2016,22.44,,22.2,r,0.00,,73.36,
232,05/20/2016,21.00,,20.76,r,0.72,,74.08,
233,05/21/2016,20.88,,20.64,r,0.28,,74.36,
234,05/22/2016,21.00,,20.76,r,0.00,,74.36,
235,05/23/2016,20.88,,20.64,r,0.04,,74.40,
236,05/24/2016,20.64,,20.4,r,0.16,,74.56,
237,05/25/2016,20.40,,20.16,r,0.08,,74.64,
238,05/26/2016,19.68,,19.44,r,--,r,74.64,
239,05/27/2016,18.72,,18.48,r,--,r,74.64,
240,05/28/2016,17.16,,16.92,r,0.00,,74.64,
241,05/29/2016,15.60,,15.36,r,--,r,74.64,
242,05/30/2016,13.92,,13.68,r,0.00,,74.64,
243,05/31/2016,12.00,,11.76,r,0.00,,74.64,
244,06/01/2016,9.72,,9.48,r,0.00,,74.64,
245,06/02/2016,7.08,,6.84,r,0.00,,74.64,
246,06/03/2016,4.56,,4.32,r,--,r,74.64,
247,06/04/2016,1.80,,1.56,r,0.00,,74.64,
248,06/05/2016,0.96,,0.72,r,0.00,,74.64,
249,06/06/2016,0.36,,0.12,r,0.00,,74.64,
250,06/07/2016,0.36,,0.0,r,0.00,,74.64,
251,06/08/2016,0.24,,0.0,r,0.00,,74.64,
252,06/09/2016,0.24,,0.0,r,0.00,,74.64,
253,06/10/2016,0.12,,0.0,r,0.00,,74.64,
254,06/11/2016,0.00,,0.0,r,0.00,,74.64,
255,06/12/2016,0.12,,0.0,r,0.00,,74.64,
256,06/13/2016,0.12,,0.0,r,0.00,,74.64,
257,06/14/2016,0.12,,0.0,r,0.00,,74.64,
258,06/15/2016,0.00,,0.0,r,0.00,,74.64,
259,06/16/2016,0.00,,0.0,r,0.00,,74.64,
260,06/17/2016,0.12,,0.0,r,0.00,,74.64,
261,06/18/2016,0.24,,0.0,r,0.60,,75.24,
262,06/19/2016,0.12,,0.0,r,0.00,,75.24,
263,06/20/2016,0.12,,0.0,r,--,r,75.24,
264,06/21/2016,0.00,,0.0,r,--,r,75.24,
265,06/22/2016,0.36,,0.0,r,0.00,,75.24,
266,06/23/2016,0.36,,0.0,r,0.00,,75.24,
267,06/24/2016,0.36,,0.0,r,0.00,,75.24,
268,06/25/2016,0.36,,0.0,r,0.00,,75.24,
269,06/26/2016,0.36,,0.0,r,0.00,,75.24,
270,06/27/2016,0.36,,0.0,r,0.00,,75.24,
271,06/28/2016,0.36,,0.0,r,0.00,,75.24,
272,06/29/2016,0.48,,0.0,r,0.00,,75.24,
273,06/30/2016,0.36,,0.0,r,0.00,,75.24,
274,07/01/2016,0.36,,0.0,r,0.00,,75.24,
275,07/02/2016,0.36,,0.0,r,0.00,,75.24,
276,07/03/2016,0.36,,0.0,r,0.00,,75.24,
277,07/04/2016,0.36,,0.0,r,0.00,,75.24,
278,07/05/2016,0.36,,0.0,r,0.00,,75.24,
279,07/06/2016,0.36,,0.0,r,0.00,,75.24,
280,07/07/2016,0.36,,0.0,r,0.00,,75.24,
281,07/08/2016,0.48,,0.0,r,0.00,,75.24,
282,07/09/2016,0.36,,0.0,r,0.00,,75.24,
283,07/10/2016,0.36,,0.0,r,0.00,,75.24,
284,07/11/2016,0.24,,0.0,r,0.00,,75.24,
285,07/12/2016,0.36,,0.0,r,0.00,,75.24,
286,07/13/2016,0.36,,0.0,r,0.00,,75.24,
287,07/14/2016,0.36,,0.0,r,0.00,,75.24,
288,07/15/2016,0.36,,0.0,r,0.00,,75.24,
289,07/16/2016,0.36,,0.0,r,0.00,,75.24,
290,07/17/2016,0.36,,0.0,r,0.00,,75.24,
291,07/18/2016,0.36,,0.0,r,0.00,,75.24,
292,07/19/2016,0.36,,0.0,r,0.00,,75.24,
293,07/20/2016,0.36,,0.0,r,0.00,,75.24,
294,07/21/2016,0.36,,0.0,r,0.00,,75.24,
295,07/22/2016,0.36,,0.0,r,0.00,,75.24,
296,07/23/2016,0.36,,0.0,r,0.00,,75.24,
297,07/24/2016,0.48,,0.0,r,0.00,,75.24,
298,07/25/2016,0.36,,0.0,r,0.00,,75.24,
299,07/26/2016,0.36,,0.0,r,0.00,,75.24,
300,07/27/2016,0.36,,0.0,r,0.00,,75.24,
301,07/28/2016,0.48,,0.0,r,0.00,,75.24,
302,07/29/2016,0.48,,0.0,r,0.00,,75.24,
303,07/30/2016,0.48,,0.0,r,0.00,,75.24,
304,07/31/2016,0.48,,0.0,r,0.00,,75.24,
305,08/01/2016,0.48,,0.0,r,0.00,,75.24,
306,08/02/2016,0.48,,0.0,r,0.00,,75.24,
307,08/03/2016,0.36,,0.0,r,0.00,,75.24,
308,08/04/2016,0.48,,0.0,r,0.00,,75.24,
309,08/05/2016,0.48,,0.0,r,0.00,,75.24,
310,08/06/2016,0.36,,0.0,r,0.00,,75.24,
311,08/07/2016,0.36,,0.0,r,0.00,,75.24,
312,08/08/2016,0.36,,0.0,r,0.00,,75.24,
313,08/09/2016,0.36,,0.0,r,0.00,,75.24,
314,08/10/2016,0.36,,0.0,r,0.00,,75.24,
315,08/11/2016,0.48,,0.0,r,0.00,,75.24,
316,08/12/2016,0.48,,0.0,r,0.00,,75.24,
317,08/13/2016,0.48,,0.0,r,0.00,,75.24,
318,08/14/2016,0.48,,0.0,r,0.00,,75.24,
319,08/15/2016,0.48,,0.0,r,0.00,,75.24,
320,08/16/2016,0.48,,0.0,r,0.00,,75.24,
321,08/17/2016,0.48,,0.0,r,0.00,,75.24,
322,08/18/2016,0.48,,0.0,r,0.00,,75.24,
323,08/19/2016,0.48,,0.0,r,0.00,,75.24,
324,08/20/2016,0.48,,0.0,r,0.00,,75.24,
325,08/21/2016,0.48,,0.0,r,0.00,,75.24,
326,08/22/2016,0.48,,0.0,r,0.00,,75.24,
327,08/23/2016,0.48,,0.0,r,0.00,,75.24,
328,08/24/2016,0.48,,0.0,r,0.00,,75.24,
329,08/25/2016,0.48,,0.0,r,0.00,,75.24,
330,08/26/2016,0.48,,0.0,r,0.00,,75.24,
331,08/27/2016,0.48,,0.0,r,0.00,,75.24,
332,08/28/2016,0.48,,0.0,r,0.00,,75.24,
333,08/29/2016,0.48,,0.0,r,0.00,,75.24,
334,08/30/2016,0.60,,0.0,r,0.00,,75.24,
335,08/31/2016,0.60,,0.0,r,0.00,,75.24,
336,09/01/2016,0.48,,0.0,r,0.00,,75.24,
337,09/02/2016,0.48,,0.0,r,0.00,,75.24,
338,09/03/2016,0.48,,0.0,r,0.00,,75.24,
339,09/04/2016,0.36,,0.0,r,0.00,,75.24,
340,09/05/2016,0.36,,0.0,r,0.00,,75.24,
341,09/06/2016,0.36,,0.0,r,0.00,,75.24,
342,09/07/2016,0.48,,0.0,r,0.00,,75.24,
343,09/08/2016,0.48,,0.0,r,0.00,,75.24,
344,09/09/2016,0.48,,0.0,r,0.00,,75.24,
345,09/10/2016,0.60,,0.0,r,0.00,,75.24,
346,09/11/2016,0.60,,0.0,r,0.00,,75.24,
347,09/12/2016,0.48,,0.0,r,0.00,,75.24,
348,09/13/2016,0.48,,0.0,r,0.00,,75.24,
349,09/14/2016,0.36,,0.0,r,0.00,,75.24,
350,09/15/2016,0.48,,0.0,r,0.00,,75.24,
351,09/16/2016,0.48,,0.0,r,0.00,,75.24,
352,09/17/2016,0.48,,0.0,r,0.00,,75.24,
353,09/18/2016,0.60,,0.0,r,0.00,,75.24,
354,09/19/2016,0.60,,0.0,r,0.00,,75.24,
355,09/20/2016,0.60,,0.0,r,0.00,,75.24,
356,09/21/2016,0.60,,0.0,r,0.00,,75.24,
357,09/22/2016,0.36,,0.0,r,0.00,,75.24,
358,09/23/2016,0.36,,0.0,r,0.00,,75.24,
359,09/24/2016,0.48,,0.0,r,0.00,,75.24,
360,09/25/2016,0.60,,0.0,r,0.00,,75.24,
361,09/26/2016,0.60,,0.0,r,0.00,,75.24,
362,09/27/2016,0.60,,0.0,r,0.00,,75.24,
363,09/28/2016,0.60,,0.0,r,0.00,,75.24,
364,09/29/2016,0.60,,0.0,r,0.00,,75.24,
365,09/30/2016,0.48,,0.0,r,--,,75.24,
