,DATE / TIME (PST),SNOW WC INCHES,Unnamed: 2,SNO ADJ INCHES,Unnamed: 4,SNOW DP INCHES,Unnamed: 6
90,12/30/2016,7.23,,6.28,r,16,
91,12/31/2016,7.17,,6.22,r,15,
92,01/01/2017,7.35,,6.4,r,--,
93,01/02/2017,7.94,,6.99,r,22,
94,01/03/2017,8.91,,7.96,r,29,
95,01/04/2017,11.12,,10.17,r,39,
96,01/05/2017,11.68,,10.73,r,37,
97,01/06/2017,11.83,,10.88,r,35,
98,01/07/2017,12.01,,11.06,r,36,
99,01/08/2017,12.71,,11.76,r,36,
100,01/09/2017,13.44,,12.49,r,27,
101,01/10/2017,14.34,,13.39,r,191,N
102,01/11/2017,17.61,,16.66,r,50,
103,01/12/2017,18.09,,17.14,r,53,
104,01/13/2017,18.13,,17.18,r,--,
105,01/14/2017,18.04,,17.09,r,49,
106,01/15/2017,17.93,,16.98,r,48,
107,01/16/2017,17.93,,16.98,r,46,
108,01/17/2017,17.93,,16.98,r,45,
109,01/18/2017,17.98,,17.03,r,45,
110,01/19/2017,19.92,,18.97,r,--,
111,01/20/2017,20.58,,19.63,r,61,
112,01/21/2017,21.58,,20.63,r,66,
113,01/22/2017,22.59,,21.64,r,70,
114,01/23/2017,23.36,,22.41,r,69,
115,01/24/2017,23.43,,22.48,r,--,
116,01/25/2017,23.43,,22.48,r,67,
117,01/26/2017,23.51,,22.56,r,--,
118,01/27/2017,23.5,,22.55,r,--,
119,01/28/2017,23.48,,22.53,r,63,
120,01/29/2017,23.46,,22.51,r,61,
121,01/30/2017,23.44,,22.49,r,60,
122,01/31/2017,23.48,,22.53,r,58,
123,02/01/2017,23.5,,22.55,r,58,
124,02/02/2017,23.47,,22.52,r,57,
125,02/03/2017,24.1,,23.15,r,55,
126,02/04/2017,25.09,,24.14,r,60,
127,02/05/2017,25.13,,24.18,r,57,
128,02/06/2017,25.87,,24.92,r,61,
129,02/07/2017,28.09,,27.14,r,72,
130,02/08/2017,33.92,,28.5,e,62,
131,02/09/2017,28.12,,27.17,r,56,
132,02/10/2017,27.59,,26.64,r,54,
133,02/11/2017,27.28,,26.33,r,53,
134,02/12/2017,27.29,,26.34,r,52,
135,02/13/2017,27.36,,26.41,r,51,
136,02/14/2017,27.54,,26.59,r,51,
137,02/15/2017,27.03,,26.08,r,50,
138,02/16/2017,26.98,,26.03,r,49,
139,02/17/2017,27.78,,26.83,r,52,
140,02/18/2017,28.51,,27.56,r,57,
141,02/19/2017,28.93,,27.98,r,57,
142,02/20/2017,30.15,,29.2,r,62,
143,02/21/2017,32.92,,31.97,r,72,
144,02/22/2017,33.0,,32.05,r,72,
145,02/23/2017,33.1,,32.15,r,71,
146,02/24/2017,33.08,,32.13,r,70,
147,02/25/2017,33.42,,32.47,r,77,
148,02/26/2017,33.42,,32.47,r,75,
149,02/27/2017,33.64,,32.69,r,74,
150,02/28/2017,33.64,,32.69,r,73,
151,03/01/2017,33.62,,32.67,r,--,
152,03/02/2017,33.65,,32.7,r,69,
153,03/03/2017,33.4,,32.45,r,67,
154,03/04/2017,33.36,,32.41,r,66,
155,03/05/2017,34.21,,33.26,r,72,
156,03/06/2017,34.78,,33.83,r,78,
157,03/07/2017,35.28,,34.33,r,81,
158,03/08/2017,35.56,,34.61,r,81,
159,03/09/2017,35.39,,34.44,r,74,
160,03/10/2017,35.22,,34.27,r,70,
161,03/11/2017,34.85,,33.9,r,68,
162,03/12/2017,34.34,,33.39,r,66,
163,03/13/2017,33.69,,32.74,r,64,
164,03/14/2017,33.12,,32.17,r,62,
165,03/15/2017,32.46,,31.51,r,59,
166,03/16/2017,31.89,,30.94,r,58,
167,03/17/2017,31.14,,30.19,r,56,
168,03/18/2017,30.39,,29.44,r,53,
169,03/19/2017,30.06,,29.11,r,53,
170,03/20/2017,29.67,,28.72,r,51,
171,03/21/2017,29.55,,28.6,r,50,
172,03/22/2017,29.79,,28.84,r,55,
173,03/23/2017,30.35,,29.4,r,56,
174,03/24/2017,30.45,,29.5,r,54,
175,03/25/2017,31.55,,30.6,r,64,
176,03/26/2017,31.61,,30.66,r,59,
177,03/27/2017,32.67,,31.72,r,64,
178,03/28/2017,32.78,,31.83,r,61,
179,03/29/2017,32.66,,31.71,r,116,N
180,03/30/2017,32.39,,31.44,r,56,
181,03/31/2017,32.12,,31.17,r,55,
182,04/01/2017,31.68,,30.73,r,54,
183,04/02/2017,30.76,,29.81,r,51,
184,04/03/2017,30.05,,29.1,r,49,
185,04/04/2017,29.44,,28.49,r,47,
186,04/05/2017,28.93,,27.98,r,46,
187,04/06/2017,27.85,,26.9,r,43,
188,04/07/2017,30.19,,29.24,r,54,
189,04/08/2017,31.51,,30.56,r,--,
190,04/09/2017,31.7,,30.75,r,55,
191,04/10/2017,31.79,,30.84,r,53,
192,04/11/2017,31.6,,30.65,r,52,
193,04/12/2017,31.91,,30.96,r,50,
194,04/13/2017,31.9,,30.95,r,54,
195,04/14/2017,32.09,,31.14,r,53,
196,04/15/2017,32.23,,31.28,r,51,
197,04/16/2017,31.84,,30.89,r,50,
198,04/17/2017,32.01,,31.06,r,50,
199,04/18/2017,31.81,,30.86,r,49,
200,04/19/2017,30.38,,30.25,e,48,e
201,04/20/2017,30.62,,29.67,r,48,
202,04/21/2017,30.58,,29.63,r,46,
203,04/22/2017,29.46,,28.51,r,44,
204,04/23/2017,28.88,,27.93,r,43,
205,04/24/2017,28.24,,27.29,r,41,
206,04/25/2017,28.59,,27.64,r,42,
207,04/26/2017,28.2,,27.25,r,39,
208,04/27/2017,27.54,,26.59,r,39,
209,04/28/2017,27.08,,26.13,r,38,
210,04/29/2017,26.34,,25.39,r,36,
211,04/30/2017,25.09,,24.14,r,34,
212,05/01/2017,23.86,,22.91,r,32,
213,05/02/2017,22.68,,21.73,r,29,
214,05/03/2017,21.24,,20.29,r,27,
215,05/04/2017,19.72,,18.77,r,23,
216,05/05/2017,18.02,,17.07,r,20,
217,05/06/2017,16.69,,15.74,r,18,
218,05/07/2017,16.3,,15.35,r,17,
219,05/08/2017,15.02,,14.07,r,14,
220,05/09/2017,13.63,,12.68,r,11,
221,05/10/2017,12.11,,11.16,r,8,
222,05/11/2017,10.54,,9.59,r,5,
223,05/12/2017,9.2,,8.25,r,2,
224,05/13/2017,8.28,,7.33,r,1,
225,05/14/2017,7.16,,6.21,r,1,
226,05/15/2017,6.46,,5.51,r,0,
227,05/16/2017,5.34,,4.39,r,0,
228,05/17/2017,5.26,,4.31,r,1,
229,05/18/2017,4.06,,3.11,r,0,
230,05/19/2017,2.49,,1.54,r,0,
231,05/20/2017,0.97,,0.02,r,-0,
232,05/21/2017,0.81,,0.0,r,0,
233,05/22/2017,0.76,,0.0,r,-0,
234,05/23/2017,0.45,,0.0,r,0,
235,05/24/2017,0.48,,0.0,r,-0,
236,05/25/2017,0.48,,0.0,r,-0,
237,05/26/2017,0.48,,0.0,r,0,
238,05/27/2017,0.45,,0.0,r,-0,
239,05/28/2017,0.43,,0.0,r,0,
240,05/29/2017,0.41,,0.0,r,-0,
241,05/30/2017,0.52,,0.0,r,-0,
242,05/31/2017,0.66,,0.0,r,-0,
243,06/01/2017,0.73,,0.0,r,-0,
244,06/02/2017,0.72,,0.0,r,0,
245,06/03/2017,0.64,,0.0,r,0,
246,06/04/2017,0.61,,0.0,r,0,
247,06/05/2017,0.57,,0.0,r,0,
248,06/06/2017,0.55,,0.0,r,0,
249,06/07/2017,0.54,,0.0,r,0,
250,06/08/2017,0.55,,0.0,r,0,
251,06/09/2017,0.61,,0.0,r,0,
252,06/10/2017,0.66,,0.0,r,-0,
253,06/11/2017,0.63,,0.0,r,-0,
254,06/12/2017,0.73,,0.0,r,0,
255,06/13/2017,0.72,,0.0,r,-0,
256,06/14/2017,0.45,,0.0,r,0,
257,06/15/2017,0.46,,0.0,r,-0,
258,06/16/2017,0.38,,0.0,r,-0,
259,06/17/2017,0.38,,0.0,r,-1,
260,06/18/2017,0.36,,0.0,r,-0,
261,06/19/2017,0.21,,0.0,r,0,
262,06/20/2017,0.23,,0.0,r,0,
263,06/21/2017,0.21,,0.0,r,-0,
264,06/22/2017,0.22,,0.0,r,1,
265,06/23/2017,0.18,,0.0,r,-1,
266,06/24/2017,0.2,,0.0,r,0,
267,06/25/2017,0.18,,0.0,r,0,
268,06/26/2017,0.06,,0.0,r,0,
269,06/27/2017,0.13,,0.0,r,0,
270,06/28/2017,0.15,,0.0,r,0,
271,06/29/2017,0.15,,0.0,r,0,
272,06/30/2017,0.15,,0.0,r,-0,
273,07/01/2017,0.2,,0.0,r,-0,
274,07/02/2017,-0.04,,0.0,r,0,
275,07/03/2017,0.0,,0.0,r,0,
276,07/04/2017,0.03,,0.0,r,0,
277,07/05/2017,-0.02,,0.0,r,0,
278,07/06/2017,0.01,,0.0,r,-0,
279,07/07/2017,0.02,,0.0,r,0,
280,07/08/2017,0.03,,0.0,r,-0,
281,07/09/2017,0.04,,0.0,r,0,
282,07/10/2017,0.05,,0.0,r,0,
283,07/11/2017,0.06,,0.0,r,-0,
284,07/12/2017,0.0,,0.0,r,-0,
285,07/13/2017,0.04,,0.0,r,0,
286,07/14/2017,-0.02,,0.0,r,0,
287,07/15/2017,0.01,,0.0,r,-0,
288,07/16/2017,0.01,,0.0,r,-0,
289,07/17/2017,0.02,,0.0,r,0,
290,07/18/2017,0.04,,0.0,r,0,
291,07/19/2017,-0.05,,0.0,r,0,
292,07/20/2017,-0.02,,0.0,r,0,
293,07/21/2017,-0.01,,0.0,r,0,
294,07/22/2017,0.0,,0.0,r,-0,
295,07/23/2017,0.0,,0.0,r,-1,
296,07/24/2017,0.0,,0.0,r,-0,
297,07/25/2017,0.02,,0.0,r,-0,
298,07/26/2017,0.02,,0.0,r,0,
299,07/27/2017,0.02,,0.0,r,-1,
300,07/28/2017,0.03,,0.0,r,0,
301,07/29/2017,0.03,,0.0,r,0,
302,07/30/2017,0.03,,0.0,r,-1,
303,07/31/2017,0.02,,0.0,r,-1,
304,08/01/2017,0.02,,0.0,r,-1,
305,08/02/2017,0.02,,0.0,r,-1,
306,08/03/2017,0.01,,0.0,r,-0,
307,08/04/2017,0.02,,0.0,r,-1,
308,08/05/2017,0.02,,0.0,r,-1,
309,08/06/2017,0.05,,0.0,r,-0,
310,08/07/2017,0.04,,0.0,r,0,
311,08/08/2017,0.07,,0.0,r,-0,
312,08/09/2017,0.08,,0.0,r,-0,
313,08/10/2017,0.08,,0.0,r,0,
314,08/11/2017,0.09,,0.0,r,-1,
315,08/12/2017,0.09,,0.0,r,-1,
316,08/13/2017,0.1,,0.0,r,0,
317,08/14/2017,0.08,,0.0,r,0,
318,08/15/2017,0.1,,0.0,r,-0,
319,08/16/2017,0.1,,0.0,r,-1,
320,08/17/2017,0.11,,0.0,r,-1,
321,08/18/2017,0.09,,0.0,r,-0,
322,08/19/2017,0.09,,0.0,r,-0,
323,08/20/2017,0.1,,0.0,r,-0,
324,08/21/2017,0.1,,0.0,r,-0,
325,08/22/2017,0.07,,0.0,r,-0,
326,08/23/2017,0.13,,0.0,r,-0,
327,08/24/2017,0.11,,0.0,r,-0,
328,08/25/2017,0.14,,0.0,r,-0,
329,08/26/2017,0.13,,0.0,r,-0,
330,08/27/2017,0.13,,0.0,r,-0,
331,08/28/2017,0.13,,0.0,r,-0,
332,08/29/2017,0.13,,0.0,r,-0,
333,08/30/2017,0.13,,0.0,r,-0,
334,08/31/2017,0.14,,0.0,r,-0,
335,09/01/2017,0.13,,0.0,r,-1,
336,09/02/2017,0.13,,0.0,r,-1,
337,09/03/2017,0.13,,0.0,r,-0,
338,09/04/2017,0.11,,0.0,r,-1,
339,09/05/2017,0.12,,0.0,r,-1,
340,09/06/2017,0.13,,0.0,r,-0,
341,09/07/2017,0.15,,0.0,r,0,
342,09/08/2017,0.17,,0.0,r,-0,
343,09/09/2017,0.3,,0.0,r,-0,
344,09/10/2017,0.33,,0.0,r,0,
345,09/11/2017,0.25,,0.0,r,-1,
346,09/12/2017,0.19,,0.0,r,-0,
347,09/13/2017,0.22,,0.0,r,-0,
348,09/14/2017,0.24,,0.0,r,-0,
349,09/15/2017,0.27,,0.0,r,0,
350,09/16/2017,0.26,,0.0,r,-0,
351,09/17/2017,0.28,,0.0,r,-0,
352,09/18/2017,0.26,,0.0,r,-0,
353,09/19/2017,0.3,,0.0,r,0,
354,09/20/2017,0.3,,0.0,r,-0,
355,09/21/2017,0.48,,0.0,r,0,
356,09/22/2017,0.51,,0.0,r,0,
357,09/23/2017,0.54,,0.0,r,0,
358,09/24/2017,0.47,,0.0,r,1,
359,09/25/2017,0.56,,0.0,r,0,
360,09/26/2017,0.52,,0.0,r,0,
361,09/27/2017,0.49,,0.0,r,0,
362,09/28/2017,0.48,,0.0,r,-0,
363,09/29/2017,0.45,,0.0,r,0,
364,09/30/2017,0.48,,0.0,r,0,
